input,name,quantity,unit,preparation,comment
1 cup sour cream,sour cream,1,cup,,
1 cup chopped fresh dill,fresh dill,1,cup,chopped ,
"12 ounces feta, crumbled",feta,12,ounce,crumbled,
4 ounces farmer's cheese,farmer's cheese,4,ounce,,
1/2 cup chopped scallions,scallions,0.5,cup,chopped,
Salt and freshly ground pepper,Salt and freshly ground pepper,,,,
1 tablespoon chopped cilantro,cilantro,1,tablespoon,chopped,
2 tablespoons chopped dill,dill,2,tablespoon,chopped,
"1 cup carrots, diced small",carrots,1,cup,diced small,
"2 cups peeled, seeded tomatoes, diced small",tomatoes,2,cup,"peeled, seeded, diced small",
"2 1/2 pounds boneless veal, cut in 1/4-inch cubes",boneless veal,2.5,pound,cut in 0.25-inch cubes,
"1 1/2 cups onions, diced small",onions,1.5,cup,diced small,
"Additional vinegar, if desired",vinegar,,,,"Additional, if desired"
2 tablespoons olive oil,olive oil,2,tablespoon,,
1 cup sour cream,sour cream,1,cup,,
"1 cup scallions, diced fine",scallions,1,cup,diced fine,
2 cups diced cucumber,cucumber,2,cup,diced,
"2 cups peeled, seeded and diced tomato",tomato,2,cup,"peeled, seeded and diced",
"4 hard-cooked eggs, peeled and diced",eggs,4,,"hard-cooked, peeled and diced",
"1/2 cup dill, chopped fine",dill,0.5,cup,chopped fine,
"1/2 cup cilantro, chopped fine",cilantro,0.5,cup,chopped fine,
"6 cloves garlic, chopped",garlic,6,clove,chopped,
1/2 cup white vinegar,white vinegar,0.5,cup,,
Salt and freshly ground pepper,Salt and freshly ground pepper,,,,
2 teaspoons Asian chili paste or sauce,Asian chili paste or sauce,2,teaspoon,,
1 teaspoon salt,salt,1,teaspoon,,
4 tablespoons red-wine vinegar,red-wine vinegar,4,tablespoon,,
"2 bunches beets, including greens, 2 1/2 to 3 pounds",beets,2 2.5-3,bunch pound,,including greens
12 cups water,water,12,cup,,
2 cups chopped onions,onions,2,cup,chopped,
"2 medium-size heads cabbage, about 3 pounds",cabbage,2 3,medium-size head pound,,about
1 1/2 cups walnuts,walnuts,1.5,cup,,
"1 cup onion, chopped coarse",onion,1,cup,chopped coarse,
1 tablespoon chopped fresh basil,fresh basil,1,tablespoon,chopped,
1/2 cup coarsely chopped red onion,red onion,0.5,cup,coarsely chopped,
1/4 cup olive oil,olive oil,0.25,cup,,
1 teaspoon finely minced garlic,garlic,1,teaspoon,finely minced,
Freshly ground pepper to taste,Freshly ground pepper,,,,to taste
1 tablespoon red-wine vinegar,red-wine vinegar,1,tablespoon,,
1 teaspoon Dijon-style mustard,Dijon-style mustard,1,teaspoon,,
Salt to taste,Salt,,,,to taste
"1 medium-size sweet green or, preferably, red pepper, about 1/4 pound",pepper,1 0.25,medium-size pound,,"sweet green or, preferably, red, about"
1/2 pound green beans,green beans,0.5,pound,,
"3 small zucchini, about 1/2 pound, trimmed",zucchini,3 0.5,small pound,trimmed,about
3 tablespoons grated Gruyère or pecorino cheese,Gruyère or pecorino cheese,3,tablespoon,grated,
"8 slices boiled ham, about 3/4 pound",ham,8 0.75,slice pound,boiled,about
2 tablespoons chopped shallots,shallots,2,tablespoon,chopped,
1 egg yolk,egg yolk,1,,,
1/8 teaspoon cayenne pepper,cayenne pepper,0.125,teaspoon,,
1/4 teaspoon freshly grated nutmeg,nutmeg,0.25,teaspoon,freshly grated ,
4 tablespoons butter,butter,4,tablespoon,,
4 tablespoons flour,flour,4,tablespoon,,
2 1/2 cups milk,milk,2.5,cup,,
Freshly ground pepper to taste,Freshly ground pepper,,,,to taste
1 tablespoon extra virgin olive oil,extra virgin olive oil,1,tablespoon,,
8 slices dark raisin bread,dark raisin bread,8,slice,,
"5 tablespoons butter, at room temperature",butter,5,tablespoon,at room temperature,
4 small handfuls arugula,arugula,4,small handful,,
"8 ounces taleggio cheese, rind removed, at room temperature",taleggio cheese,8,ounce,"rind removed, at room temperature",
Salt to taste,Salt,,,,to taste
8 large leeks,leeks,8,large,,
4 pinches fleur de sel,fleur de sel,4,pinch,,
1 tablespoon Dijon mustard,Dijon mustard,1,tablespoon,,
15 dried apricots,dried apricots,15,,,
1 tablespoon nonpareil capers,nonpareil capers,1,tablespoon,,
Salt and black pepper,Salt and black pepper,,,,
2/3 cup dry bread crumbs,dry bread crumbs,0.667,cup,,
3 tablespoons Asian fish sauce,Asian fish sauce,3,tablespoon,,
2 tablespoons red wine vinegar,red wine vinegar,2,tablespoon,,
"3 scallions, minced",scallions,3,,minced,
1 tablespoon minced ginger,ginger,1,tablespoon,minced,
"2 1/2 ounces pancetta, finely diced",pancetta,2.5,ounce,finely diced,
"2 cloves garlic, minced",garlic,2,clove,minced,
1/2 cup extra virgin olive oil,extra virgin olive oil,0.5,cup,,
"12 squid with tentacles, about 1 1/2 pounds",squid,12 1.5,pound,,"with tentacles, about"
"2 heads Treviso or regular radicchio, quartered and cored",Treviso or regular radicchio,2,head,quartered and cored,
1 bay leaf,bay leaf,1,,,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,to taste
1 1/2 cups fresh or canned chicken broth or water,chicken broth or water,1.5,cup,,fresh or canned
2 sprigs fresh thyme or 1/2 teaspoon dried,fresh thyme,2,sprig,, or 0.5 teaspoon dried
2 sprigs parsley,parsley,2,sprig,,
1/2 teaspoon ground cumin,ground cumin,0.5,teaspoon,,
1/4 cup finely chopped onion,onion,0.25,cup,finely chopped,
1 teaspoon minced garlic,garlic,1,teaspoon,minced,
1 cup converted rice,converted rice,1,cup,,
2 tablespoons minced scallion greens,scallion greens,2,tablespoon,minced,
2 tablespoons olive oil,olive oil,2,tablespoon,,
"3 cups cored seeded sweet red, green and yellow peppers, cut into thin strips","sweet red, green and yellow peppers",3,cup,"cored seeded, cut into thin strip",
1 cup thinly sliced onions,onions,1,cup,thinly sliced,
1 tablespoon finely chopped garlic,garlic,1,tablespoon,finely chopped,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,to taste
1 cup canned crushed tomatoes,canned crushed tomatoes,1,cup,,
1/4 teaspoon saffron stems or 1/2 teaspoon turmeric,saffron stems,0.25,teaspoon,,or 0.5 teaspoon turmeric
2 tablespoons butter,butter,2,tablespoon,,
4 tablespoons finely chopped parsley,parsley,4,tablespoon,finely chopped,
1/4 cup dry white wine,dry white wine,0.25,cup,,
1/4 cup fresh or canned chicken broth,chicken broth,0.25,cup,,fresh or canned
1 tablespoon finely chopped shallots,shallots,1,tablespoon,finely chopped,
"4 boneless skinless chicken breasts, about 1 1/4 pounds",boneless skinless chicken breasts,4 1.25,pound,,about
2 tablespoons butter,butter,2,tablespoon,,
2 large eggs,eggs,2,large,,
4 large egg yolks,egg yolks,4,large,,
1 1/2 teaspoons nutmeg,nutmeg,1.5,teaspoon,,
1 1/2 teaspoons mace,mace,1.5,teaspoon,,
"12 ears fresh corn, unshucked",fresh corn,12,ear,unshucked,
Unsalted butter to taste,unsalted butter,,,,to taste
Salt to taste,Salt,,,,to taste
"3 cups fresh cooked corn kernels, cut from the cob while warm",corn kernels,3,cup,"fresh cooked, cut from the cob while warm",
1 1/2 tablespoons sesame oil,sesame oil,1.5,tablespoon,,
1 1/2 tablespoons clear rice vinegar,clear rice vinegar,1.5,tablespoon,,
3/4 teaspoon salt,salt,0.75,teaspoon,,
1/4 teaspoon freshly ground black pepper,black pepper,0.25,teaspoon,freshly ground ,
2 tablespoons light rum,light rum,2,tablespoon,,
1 1/2 cups heavy cream,heavy cream,1.5,cup,,
Salt and freshly ground white pepper to taste,Salt and freshly ground white pepper,,,,to taste
3/4 cup sugar,sugar,0.75,cup,,
1/4 cup sliced almonds,almonds,0.25,cup,sliced,
1 1/4 teaspoons grated nutmeg,nutmeg,1.25,teaspoon,grated,
1 cup heavy cream,heavy cream,1,cup,,
2 cloves garlic,garlic,2,clove,,
2 teaspoons all-purpose flour,all-purpose flour,2,teaspoon,,
2 tablespoons golden raisins,golden raisins,2,tablespoon,,
1 tablespoon unsalted butter,unsalted butter,1,tablespoon,,
6 cups rich chicken broth,rich chicken broth,6,cup,,
1/2 cup chopped basil,basil,0.5,cup,chopped,
"2 pounds spinach, washed, large stems removed",spinach,2,pound,"washed, large stems removed",
1 cup diced red bell peppers,red bell peppers,1,cup,diced,
1 cup diced stewed tomatoes,tomatoes,1,cup,diced stewed,
1/4 teaspoon cayenne,cayenne,0.25,teaspoon,,
1/4 teaspoon ground ginger,ground ginger,0.25,teaspoon,,
3/4 teaspoon ground mace,ground mace,0.75,teaspoon,,
"1 cup diced peeled potatoes, preferably yellow Finn",potatoes,1,cup,diced peeled,preferably yellow Finn
2 cups diced peeled carrots (about 6 medium carrots),carrots,2,cup,diced peeled ,(about 6 medium carrots)
1/2 cup diced celery,celery,0.5,cup,diced,
2 tablespoons unsalted butter,unsalted butter,2,tablespoon,,
"1 large onion, diced",onion,1,large,diced,
2 tablespoons safflower oil,safflower oil,2,tablespoon,,
2/3 cup chopped toasted walnuts,walnuts,0.667,cup,chopped toasted,
1/4 cup chopped parsley,parsley,0.25,cup,chopped,
2 pinches cayenne pepper,cayenne pepper,2,pinch,,
1/2 teaspoon cinnamon,cinnamon,0.5,teaspoon,,
2 teaspoons salt,salt,2,teaspoon,,
6 tablespoons duck and veal demi-glace,duck and veal demi-glace,6,tablespoon,,
2 teaspoons mace,mace,2,teaspoon,,
"2 large red onions, halved and thinly sliced",red onions,2,large,halved and thinly sliced,
"2 heads Belgian endive, sliced into strips",Belgian endive,2,head,sliced into strip,
1 pound thin fettuccine,fettuccine,1,pound,,thin
3 tablespoons unsalted butter,unsalted butter,3,tablespoon,,
1 tablespoon safflower oil,safflower oil,1,tablespoon,,
1 tablespoon champagne vinegar,Champagne vinegar,1,tablespoon,,
3 tablespoons olive oil,olive oil,3,tablespoon,,
2 teaspoons minced shallots,shallots,2,teaspoon,minced,
1/2 teaspoon salt,salt,0.5,teaspoon,,
A few grinds pink peppercorns,pink peppercorns,few,grinds,,A
"2 bunches watercress, washed and tough stems removed",watercress,2,bunch,washed and tough stems removed,
Salt and finely ground pink peppercorns,Salt and pink peppercorns,,,finely ground ,
2/3 cup ground pecans,ground pecans,0.667,cup,,
1/4 cup minced flat-leaf parsley,flat-leaf parsley,0.25,cup,minced ,
3/4 cup grated aged goat cheese,aged goat cheese,0.75,cup,grated,
2 tablespoons minced scallion tops,scallion tops,2,tablespoon,minced,
3/4 teaspoon nutmeg,nutmeg,0.75,teaspoon,,
1/2 cup fresh bread crumbs,fresh bread crumbs,0.5,cup,,
1 1/4 cups riced or mashed potatoes,potatoes,1.25,cup,riced or mashed,
Salt,Salt,,,,
1 cup soft goat cheese,goat cheese,1,cup,,soft
1 cup dry red wine,dry red wine,1,cup,,
1 tablespoon duck or veal stock,duck or veal stock,1,tablespoon,,
1 teaspoon fresh thyme leaves,fresh thyme leaves,1,teaspoon,,
"2 shallots, minced",shallots,2,,minced,
12 to 15 fresh black figs,fresh black figs,12-15,,,
2 tablespoons unsalted butter,unsalted butter,2,tablespoon,,
2 duck breasts (magret),duck breasts,2,,,(magret)
2 tablespoons soy sauce,soy sauce,2,tablespoon,,
2 teaspoons five-spice powder,five-spice powder,2,teaspoon,,
Freshly ground black pepper,black pepper,,,freshly ground ,
1 5- to 7-pound standing rib roast,standing rib roast,1 5-7,pound,,
Salt and freshly ground black pepper,Salt and freshly ground black pepper,,,,
1 clove garlic,garlic,1,clove,,
1 tablespoon confectioners' sugar,confectioners' sugar,1,tablespoon,,
1 cup raspberries,raspberries,1,cup,,
1/2 cup heavy cream,heavy cream,0.5,cup,,
3 tablespoons honey,honey,3,tablespoon,,
2 teaspoons vanilla extract,vanilla extract,2,teaspoon,,
"Vegetable oil or nonstick spray, for pan",Vegetable oil or nonstick spray,,,,for pan
1 cup sour cream,sour cream,1,cup,,
1 large egg,egg,1,large,,
8 tablespoons (1 stick) diced chilled butter,butter,8 1,tablespoon stick,diced chilled,()
2 tablespoons sugar,sugar,2,tablespoon,,
1/2 teaspoon baking soda,baking soda,0.5,teaspoon,,
2 teaspoons baking powder,baking powder,2,teaspoon,,
1 2/3 cups flour,flour,1.667,cup,,
1/3 cup cocoa,cocoa,0.333,cup,,
Juice of half a lemon,lemon,half,,,Juice of a
1/3 cup sliced almonds,almonds,0.333,cup,sliced,
1 tablespoon sea salt,sea salt,1,tablespoon,,
6 tablespoons melted butter,butter,6,tablespoon,melted,
"2 scallions, trimmed",scallions,2,,trimmed,
1 small bunch (about 1/2 cup) fresh thyme,fresh thyme,1 0.5,small bunch cup,,(about) 
4 tablespoons Parmesan cheese or Romano,Parmesan cheese or Romano,4,tablespoon,,
1 tablespoon vegetable oil,vegetable oil,1,tablespoon,,
"1 4-pound salmon, cleaned and scaled, head and tail removed",salmon,1 4,pound,"cleaned and scaled, head and tail removed",
2 tablespoons olive oil,olive oil,2,tablespoon,,
"1 large garlic clove, peeled",garlic,1,large clove,peeled,
4 tablespoons finely chopped fresh basil or parsley,fresh basil or parsley,4,tablespoon,finely chopped,
"1 small loaf of french bread, like a baguette",french bread,1,small loaf,,of like a baguette
"1 pound mussels, well scrubbed",mussels,1,pound,well scrubbed,
1 teaspoon anise seed,anise seed,1,teaspoon,,
1/4 teaspoon red pepper flakes,red pepper flakes,0.25,teaspoon,,
Salt and freshly ground white pepper to taste,Salt and freshly ground white pepper,,,,to taste
1 bay leaf,bay leaf,1,,,
"1 medium green pepper, cored, seeded and cut into small cubes",green pepper,1,medium,"cored, seeded and cut into small cubes",
"1 pound nonoily fresh fish like monkfish, blackfish or tilefish, or any combination",fresh fish,1,pound,,"nonoily like monkfish, blackfish or tilefish, or any combination"
2 tablespoons olive oil,olive oil,2,tablespoon,,
1/2 cup finely chopped onions,onions,0.5,cup,finely chopped,
"1 cup chopped leeks, both white and green parts",leeks,1,cup,"chopped, both white and green parts",
1 sprig fresh thyme or 1 teaspoon dried,fresh thyme,1,sprig,, or 1 teaspoon dried
2 cups water,water,2,cup,,
1 cup canned crushed tomatoes,canned crushed tomatoes,1,cup,,
1 cup white wine,white wine,1,cup,,
"1 teaspoon saffron threads, loosely packed",saffron threads,1,teaspoon,,loosely packed
"1 medium sweet red pepper, cored, seeded and cut into small cubes",sweet red pepper,1,medium,"cored, seeded and cut into small cubes",
1 tablespoon finely chopped garlic,garlic,1,tablespoon,finely chopped,
"1 cup green beans, ends trimmed and cooked until tender",green beans,1,cup,ends trimmed and cooked until tender,
"1/2 red bell pepper, seeded and julienned",red bell pepper,0.5,,seeded and julienned,
"1 6-ounce jar marinated artichoke hearts, drained",marinated artichoke hearts,1 6,jar ounce,drained,
"2 firm ripe tomatoes, quartered lengthwise",firm ripe tomatoes,2,,quartered lengthwise,
"2 hard-cooked eggs, peeled and halved lengthwise",eggs,2,,"hard-cooked, peeled and halved lengthwise",
6 anchovy fillets,anchovy fillets,6,,,
"12 black olives, pitted and sliced",black olives,12,,pitted and sliced,
"1 tablespoon mixed chopped herbs, like chervil and chives",mixed herbs,1,tablespoon,chopped,like chervil and chives
Coarse sea salt and freshly cracked black pepper,coarse sea salt and freshly cracked black pepper,,,, 
3/4 cup extra-virgin olive oil,extra-virgin olive oil,0.75,cup,,
"1 garlic clove, peeled and crushed",garlic,1,clove,peeled and crushed,
2 teaspoons Dijon mustard,Dijon mustard,2,teaspoon,,
Handful of capers,capers,,handful,,of
3 tablespoons tarragon vinegar,tarragon vinegar,3,tablespoon,,
1 head bibb or Boston lettuce,bibb or Boston lettuce,1,head,,
1 12-ounce can or jar imported tuna in olive oil,tuna,1 12,can ounce,,or jar imported in olive oil
"12 small new potatoes, cooked until tender and halved",new potatoes,12,small,cooked until tender and halved,
"6 ounces cherry or grape tomatoes, sliced in half",cherry or grape tomatoes,6,ounce,sliced in half,
"1/2 small bulb fennel, sliced very thin",fennel,0.5,small bulb,sliced very thin,
"6 mild pickled okra pods, sliced lengthwise into quarters",mild pickled okra pods,6,,sliced lengthwise into quarters,
"1 Kirby cucumber, sliced thin",Kirby cucumber,1,,sliced thin,
2 cups tuna salad (see),tuna salad,2,cup,,(see)
Salt and freshly ground black pepper to taste,Salt and freshly ground black pepper,,,,to taste
1 tablespoon olive oil or mustard oil,olive oil or mustard oil,1,tablespoon,,
1 tablespoon balsamic vinegar,balsamic vinegar,1,tablespoon,,
1 tablespoon lemon juice,lemon juice,1,tablespoon,,
"1/4 pound haricots verts, parboiled with asparagus for 4 minutes, then cooled",haricots verts,0.25,pound,"parboiled with asparagus for 4 minutes, then cooled",
"12 or so good-quality black olives, like calamata or gaeta, pitted",olives,12,,pitted,"or so good-quality black, like calamata or gaeta"
1 teaspoon balsamic vinegar,balsamic vinegar,1,teaspoon,,
1 teaspoon fresh lemon juice or more to taste,fresh lemon juice,1,teaspoon,, or more to taste
1/4 to 1/2 teaspoon freshly ground black pepper,black pepper,0.25-0.5,teaspoon,freshly ground , 
"6 cups summer greens (mesclun, arugula, spinach or others)",summer greens,6,cup,,"(mesclun, arugula, spinach or others)"
"12 asparagus spears, trimmed to 3 inches, parboiled for 7 minutes, then cooled",asparagus spears,12,,"trimmed to 3 inches, parboiled for 7 minutes, then cooled",
1 tablespoon smooth Dijon mustard,Dijon mustard,1,tablespoon,,smooth
1 tablespoon whole-grain mustard,whole-grain mustard,1,tablespoon,,
1/2 teaspoon dried hot pepper flakes,dried hot pepper flakes,0.5,teaspoon,,
1 1/2 tablespoons chili oil,chili oil,1.5,tablespoon,,
The minced zest from half a lemon,lemon,half,,minced ,The zest from a
3 1/2 tablespoons peanut oil,peanut oil,3.5,tablespoon,,
"1 small yellow onion, cut into 1/4-inch-thick rings",yellow onion,1,small,cut into 0.25-inch-thick rings,
"1 medium red bell pepper, cut into 1/4-inch-thick strips",red bell pepper,1,medium,cut into 0.25-inch-thick strip,
1 cup 1/4-inch-thick slices fennel bulb,fennel bulb,1,cup,0.25-inch-thick slice,
1/4 cup good-quality olive oil (or the oil the tuna was packed in),olive oil,0.25,cup,,good-quality (or the oil the tuna was packed in)
"1/4 cup roasted or smoked almonds, chopped roughly, or a small handful toasted pine nuts",almonds,0.25,cup,chopped roughly,"roasted or smoked, or a small handful toasted pine nuts"
3 tablespoons chopped fresh dill,fresh dill,3,tablespoon,chopped ,
"6 pepperoncini peppers, destemmed and julienned",pepperoncini peppers,6,,destemmed and julienned,
"2 scallions washed, trimmed and chopped fine",scallions,2,,"washed, trimmed and chopped fine",
"10 to 12 ounces good-quality solid tuna packed in olive oil, well drained",solid tuna,10-12,ounce,well drained,good-quality packed in olive oil
1/4 cup kosher salt,kosher salt,0.25,cup,,
1/4 cup Sichuan peppercorns,Sichuan peppercorns,0.25,cup,,
"2 scallions, the green and the white part cut in very thin rounds",scallions,2,,the green and the white part cut in very thin rounds,
Fennel sprigs,Fennel,,sprig,,
2 cups 1/2-inch-thick strips of Napa cabbage,Napa cabbage,2,cup,, 0.5-inch-thick strip of
"2 teaspoons thinly sliced rings of hot fresh chili pepper, such as Fresno or Serrano (optional)",fresh chili pepper,2,teaspoon,thinly sliced rings of hot,such as Fresno or Serrano (optional)
The julienned zest from half a lemon,lemon,half,,julienned zest ,The from a 
4 teaspoons minced garlic,garlic,4,teaspoon,minced,
"2 slim scallions, the green and the white part cut in very thin rounds",scallions,2,,the green and the white part cut in very thin rounds,slim
4 teaspoons minced fresh ginger,fresh ginger,4,teaspoon,minced ,
"1/3 pound Chinese egg noodles (or any thin, fresh pasta)",Chinese egg noodles,0.333,pound,,"(or any thin, fresh pasta)"
1 tablespoon cold water,water,1,tablespoon,cold ,
1 tablespoon sugar,sugar,1,tablespoon,,
1 1/2 teaspoons kosher salt,kosher salt,1.5,teaspoon,,
1/2 teaspoon Chinese chili sauce (Koon Yick Wah Kee brand recommended),Chinese chili sauce,0.5,teaspoon,,(Koon Yick Wah Kee brand recommended)
1 1/2 teaspoons cornstarch,cornstarch,1.5,teaspoon,,
2 tablespoons freshly squeezed lemon juice,lemon juice,2,tablespoon,freshly squeezed,
2 tablespoons soy sauce,soy sauce,2,tablespoon,,
"2 tablespoons pickled ginger, sliced in julienned strips",pickled ginger,2,tablespoon,sliced in julienned strip,
3/4 cup of the juice from pickled ginger,juice,0.75,cup,,of the from pickled ginger
"1 teaspoon black sesame seeds, for garnish",black sesame seeds,1,teaspoon,,for garnish
1 tablespoon egg white,egg white,1,tablespoon,,
2 teaspoons Chinese rice wine or quality dry Sherry,Chinese rice wine or quality dry Sherry,2,teaspoon,,
1/2 teaspoon kosher salt,kosher salt,0.5,teaspoon,,
1 tablespoon cornstarch,cornstarch,1,tablespoon,,
"1 1/2 pounds fresh ginger, peeled and sliced crosswise into paper-thin slices (about 4 cups)",fresh ginger,1.5 4,pound cup,peeled and sliced crosswise into paper-thin slice ,(about)
1/8 cup Chinese rice wine or quality dry Sherry,Chinese rice wine or quality dry Sherry,0.125,cup,,
1 1/2 cups unsalted chicken stock,unsalted chicken stock,1.5,cup,,
"1 pound medium (25 to 30) shrimp, shelled and deveined",medium shrimp,1 25-30,pound,shelled and deveined,()
1/4 cup kosher salt,kosher salt,0.25,cup,,
"1 pound firm red cabbage, sliced into 1/8-inch-thick slices",firm red cabbage,1,pound,sliced into 0.125-inch-thick slice,
1 1/2 cups sugar,sugar,1.5,cup,,
1/2 cup quality distilled white vinegar,distilled white vinegar,0.5,cup,,quality
1 1/2 cup quality cider vinegar,cider vinegar,1.5,cup,,quality
1 quart of unseasoned rice-wine vinegar (Marukan brand recommended),unseasoned rice-wine vinegar,1,quart,,of (Marukan brand recommended)
"4 1/2-inch-by-4-inch pieces of home-dried orange zest (take the zest from an orange with a vegetable peeler, set the strips on a cooling rack in a warm spot until they are dry, but not brittle, overnight.)",orange zest,4,piece,,"0.5-inch-by-4-inch of home-dried (take the zest from an orange with a vegetable peeler, set the strip on a cooling rack in a warm spot until they are dry, but not brittle, overnight.)"
"4 4-inch-long cinnamon sticks, broken into several pieces",cinnamon,4,stick,broken into several piece,4-inch-long
cup heavy cream,heavy cream,,cup,,
Salt to taste if desired,Salt,,,,to taste if desired
Freshly ground pepper to taste,Freshly ground pepper,,,,to taste
1/3 cup finely shredded fresh basil,fresh basil,0.333,cup,finely shredded ,
"The breasts from 2 fresh ducks, whole and boned, with skin left on",fresh ducks,2,,"whole and boned, with skin left on",The breasts from
1 teaspoon Roasted Sichuan Pepper-Salt,Roasted Sichuan Pepper-Salt,1,teaspoon,,
"Grated zest from a small, well-scrubbed orange",orange,,small,Grated ,"zest from a, well-scrubbed"
"1 scallion, trimmed, the white and green parts minced",scallion,1,,"trimmed, the white and green parts minced",
1 teaspoon minced fresh ginger,fresh ginger,1,teaspoon,minced ,
1 tablespoon peanut oil,peanut oil,1,tablespoon,,
1/4 cup dry black tea leaves,dry black tea leaves,0.25,cup,,
1/4 cup packed brown sugar,brown sugar,0.25,cup,,packed
1/4 cup dry rice,dry rice,0.25,cup,,
1 tablespoon Sichuan peppercorns,Sichuan peppercorns,1,tablespoon,,
2 tablespoons butter,butter,2,tablespoon,,
3/4 cup finely chopped onions,onions,0.75,cup,finely chopped,
3 ears fresh corn on the cob,fresh corn on the cob,3,ear,,
"1 large zucchini, about 1/2 pound",zucchini,1 0.5,large pound,,about
"1 large yellow pepper, about 1/2 pound",yellow pepper,1 0.5,large pound,,about
1/2 cup all-purpose flour,all-purpose flour,0.5,cup,,
Pinch of salt,salt,,pinch,,of
1/2 teaspoon baking powder,baking powder,0.5,teaspoon,,
1/4 teaspoon baking soda,baking soda,0.25,teaspoon,,
2/3 cup buttermilk,buttermilk,0.667,cup,,
1 large egg,egg,1,large,,
"1 tablespoon melted butter, more for greasing griddle",butter,1,tablespoon,melted,more for greasing griddle
Caviar and sour cream for serving,Caviar and sour cream,,,,for serving
"4 fillets of beef, about 1/4 pound each",fillets of beef,4 0.25,pound,,about each
Salt to taste if desired,Salt,,,,to taste if desired
Freshly ground pepper to taste,Freshly ground pepper,,,,to taste
"1 package enoki mushrooms, about 3 1/2 ounces",enoki mushrooms,1 3.5,package ounce,,about
3 tablespoons butter,butter,3,tablespoon,,
"2 tablespoons corn, peanut or vegetable oil","corn, peanut or vegetable oil",2,tablespoon,,
1 tablespoon finely chopped shallots,shallots,1,tablespoon,finely chopped,
1/4 cup port wine,port wine,0.25,cup,,
1/2 cup fresh or canned beef broth,beef broth,0.5,cup,,fresh or canned
2 tablespoons grated or crumbled Gorgonzola cheese,Gorgonzola cheese,2,tablespoon,grated or crumbled ,
1 tablespoon vegetable oil,vegetable oil,1,tablespoon,,
1/4 teaspoon cayenne pepper,cayenne pepper,0.25,teaspoon,,
1 large egg,egg,1,large,,
1/4 cup potato starch,potato starch,0.25,cup,,
"1 medium onion, sliced into half-moons",onion,1,medium,sliced into half-moons,
Salt,Salt,,,,
"2 cups waxy potato, with skin, diced into 1/2-inch pieces (1 10-ounce potato)",waxy potato,2 1 10,cup ounce,diced into 0.5-inch piece,with skin (potato)
1/2 cup sugar snap peas,sugar snap peas,0.5,cup,,
"1 scallion, finely sliced into rings",scallion,1,,finely sliced into rings,
1 cup baby spinach,baby spinach,1,cup,,
8 ounces fresh or cooked udon noodles,udon noodles,8,ounce,,fresh or cooked
1/2 teaspoon minced ginger,ginger,0.5,teaspoon,minced,
1/4 cup baby corn in 1-inch pieces,baby corn,0.25,cup,,in 1-inch piece
"1 long red chili, seeded and finely sliced into rings",long red chili,1,,seeded and finely sliced into rings,
4 sprigs fresh tarragon to garnish,fresh tarragon,4,sprig,, to garnish
1 1/2 cups chicken broth,chicken broth,1.5,cup,,
"1 5-ounce chicken breast, sliced into strips to yield about 3/4 cup",chicken breast,1 5 0.75,ounce cup,sliced into strip to yield,about
1 tablespoon soy sauce,soy sauce,1,tablespoon,,
"1 tablespoon sake, sherry or white wine","sake, sherry or white wine",1,tablespoon,,
"4 fluid ounces red wine, preferably Beaujolais",red wine,4,fluid ounce,,preferably Beaujolais
1 teaspoon orange peel,orange peel,1,teaspoon,,
1 teaspoon honey,honey,1,teaspoon,,
3 tablespoons olive oil,olive oil,3,tablespoon,,
1 tablespoon unsalted butter,unsalted butter,1,tablespoon,,
1 tablespoon unsalted melted butter,unsalted butter,1,tablespoon,melted,
1 clove garlic,garlic,1,clove,,
3 tablespoons parsley,parsley,3,tablespoon,,
Coarse salt and freshly ground pepper to taste,Coarse salt and freshly ground pepper,,,,to taste
"4 fillets of halibut weighing about 6 ounces each, skinned and carefully boned",fillets of halibut,4 6,ounce,skinned and carefully boned,weighing about each
Coarse salt and freshly ground pepper to taste,Coarse salt and freshly ground pepper,,,,to taste
"11 ounces red onions, finely sliced",red onions,11,ounce,finely sliced,
4 medium tomatoes,tomatoes,4,medium,,
About 1/2 cup olive oil,olive oil,0.5,cup,,About
Juice 1 lemon,lemon,1,,,Juice
1 large halibut steak or two small ones (about 2 to 2 1/2 pounds total),halibut steak,1 2 2-2.5,large small pound,,or ones (about total)
Coarse salt and freshly ground pepper to taste,Coarse salt and freshly ground pepper,,,,to taste
1/3 to 1/2 cup olive oil,olive oil,0.333-0.5,cup,,
1 teaspoon cayenne pepper,cayenne pepper,1,teaspoon,,
"4 thick slices white or light whole wheat bread, crusts removed",bread,4,thick slice,crusts removed,white or light whole wheat
2 tablespoons mayonnaise,mayonnaise,2,tablespoon,,
1 teaspoon paprika,paprika,1,teaspoon,,
Pinch saffron,saffron,,pinch,,
1 glass dry white wine,dry white wine,1,glass,,
"1 large leek, sliced",leek,1,large,sliced,
"2 carrots, sliced",carrots,2,,sliced,
"1 clove garlic, minced",garlic,1,clove,minced,
"4 ripe tomatoes skinned and chopped, or canned tomatoes, chopped",ripe tomatoes,4,,skinned and chopped,"or canned tomatoes, chopped"
2 tablespoons olive oil,olive oil,2,tablespoon,,
Fish heads and bones as available,Fish head and bones ,,,,as available
Lemon juice,Lemon juice,,,,
2 tablespoons parsley,parsley,2,tablespoon,,
