input,name,quantity,unit,size,preparation,comment,purpose
1 tablespoon minced garlic,minced garlic,1,tablespoon,,,,
1 tablespoon minced ginger,ginger,1,tablespoon,,,minced,
"1/4 to 1/2 teaspoon red pepper flakes, or 1 to 2 serrano or Thai chiles, minced",red pepper flakes,0.25-0.5,teaspoon,,,,
6 ounces soba noodles (2 bundles),soba noodles,6,ounce,,,,
2 teaspoons sesame oil,sesame oil,6,teaspoon,,,,
"2 tablespoons grapeseed oil, peanut oil, sunflower oil or canola oil",grapeseed oil,2,tablespoon,,,"peanut oil, sunflower oil or canola oil",
"1/2 medium cabbage, shredded (about 4 cups)",cabbage,0.5,medium,,,,
"1 bunch scallions, thinly sliced, dark green parts separated",scallions,1,bunch,,,"thinly sliced, dark green parts separated",
1/2 cup coarsely chopped cilantro,coarsely chopped cilantro,0.5,cup,,,,
2 pounds lean brisket,lean brisket,2,pound,,,,
"1/4 cup soy sauce, more to taste",soy sauce,0.25,cup,,,more to taste,
1/4 cup hoisin sauce,hoisin sauce,0.25,cup,,,,
"2 large onions, finely chopped",onions,2,large,,,finely chopped,
"1 large green bell pepper, seeded and finely chopped",green bell pepper,1,large,,,seeded and finely chopped,
"2 jalapeños, seeded and slivered",jalapeños,2,,,,seeded and slivered,
"1 habanero or other hot fresh chile, seeded and slivered",habanero or other hot fresh chile,1,,,seeded and slivered,,
"4 cloves garlic, minced",garlic,4,clove,,,minced,
"1 2-inch piece fresh ginger, peeled and minced",fresh ginger,1,piece,,,"2-inch, peeled and minced",
"1 tablespoon Sichuan peppercorns, crushed in a mortar",Sichuan peppercorns,1,tablespoon,,,crushed in a mortar,
1 tablespoon five-spice powder,five-spice powder,1,tablespoon,,,,
"12 ounces beer, preferably amber ale",beer,12,ounce,,,preferably amber ale,
"1 14-ounce can whole San Marzano tomatoes, crushed",whole San Marzano tomatoes,1,can,,,"14-ounce can, crushed",
1 tablespoon rice vinegar,rice vinegar,1,tablespoon,,,,
Chinese hot chile oil,Chinese hot chile oil,,,,,,
2 tablespoons finely chopped cilantro,cilantro,2,tablespoon,,,finely chopped,
Sea salt,sea salt,,,,,,
Freshly ground black pepper,freshly ground black pepper,,,,,,
1/4 cup brandy,brandy,0.25,cup,,,,
1 tablespoon chopped thyme,thyme,1,tablespoon,,,chopped,
3 tablespoons chopped tarragon,tarragon,3,tablespoon,,,chopped,
2 cups dry baguette in 1/2-inch cubes,dry baguette,2,cup,,,in 0.5-inch cubes,
"1 10- to 12-pound turkey, boned",turkey,1,,,,,
1 1/2 pounds sweet potatoes (2 medium potatoes),sweet potatoes,1.5,pound,,,(2 medium potatoes),
"2 teaspoons chopped thyme leaves, plus a small bunch of thyme sprigs",thyme leaves,2,teaspoon,,,"chopped, plus a small bunch of thyme sprig",
1/4 cup whole-grain mustard,whole-grain mustard,0.25,cup,,,,
4 garlic cloves,garlic,4,clove,,,,
"1 tablespoon unsalted butter, softened",unsalted butter,1,tablespoon,,,softened,
2 teaspoons Dijon mustard,Dijon mustard,2,teaspoon,,,,
"3 pounds bone-in chicken thighs or drumsticks (or a mixture), patted dry",bone-in chicken thighs or drumsticks or a mixture,3,pound,,patted dry,,
2 1/4 teaspoons kosher salt,kosher salt,2.25,teaspoon,,,,
1 teaspoon black pepper,black pepper,1,teaspoon,,,,
2/3 cup plain dried bread crumbs,dried bread crumbs,0.667,cup,,,plain,
"2 tablespoons extra-virgin olive oil, more for drizzling",extra-virgin olive oil,2,tablespoon,,,more for drizzling,
"1 pound broccoli rabe, trimmed",broccoli rabe,1,pound,,,trimmed,
Pinch red pepper flakes,red pepper flakes,,pinch,,,,
1/3 cup sour cream or Greek yogurt,sour cream,0.333,cup,,,or Greek yogurt\n,
"4 boneless veal steaks, about 6 ounces each, cut 1/2-inch thick",boneless veal steaks,4,,,,"about 6 ounce each, cut 0.5-inch thick",
Salt,Salt,,,,,,
"Zest of 1 lemon, in large curls",lemon,1,,,,"zest of, in large curls",
"4 garlic cloves, thickly sliced",garlic,4,clove,,,thickly sliced,
A few thyme sprigs,thyme,,sprig,,,a few,
All-purpose flour,all-purpose flour,,,,,,
2 tablespoons butter,butter,2,tablespoon,,,,
"1 large shallot, finely diced",shallot,1,large,,,finely diced,
"2 to 3 tablespoons green peppercorns, rinsed if in brine or rehydrated if freeze-dried",green peppercorns,2-3,tablespoon,,,rinsed if in brine or rehydrated if freeze-dried,
1 cup rich veal or chicken stock,veal stock,1,cup,,,"rich, or chicken stock",
4 tablespoons crème fraîche,crème fraîche,4,tablespoon,,,,
1 tablespoon brandy,brandy,1,tablespoon,,,,
2 tablespoons chopped parsley,parsley,2,tablespoon,,,chopped,
"Crispy shallots for garnish, see recipe (optional)",crispy shallots,,,,,,
1 cup vegetable oil,vegetable oil,1,cup,,,,
"3 large shallots, peeled and sliced lengthwise about 1/8-inch thick",shallots,3,large,,,peeled and sliced lengthwise about 0.125-inch thick,
Salt,Salt,,,,,,
12 ounces baby bok choy (3 or 4 small heads),baby bok choy,12,ounce,,,(3-4 small head),
1 ounce ginger root (1 fat 2-inch-thick knob),ginger root,1,ounce,,,(1 fat 2-inch-thick knob),
Kosher salt,kosher salt,,,,,,
"8 ounces rice noodles, not too thin",rice noodles,8,ounce,,,not too thin,
2 tablespoons peanut or safflower oil,peanut oil,2,tablespoon,,,,
1 pound lean ground pork,ground pork,1,pound,,,,
1/4 cup plus 1 1/2 tablespoons soy sauce,soy sauce,0.25,cup,,,plus  1.5 tablespoon soy sauce,
2 tablespoons rice wine vinegar,rice wine vinegar,2,tablespoon,,,,
1/2 cup thinly sliced scallions,scallions,0.5,cup,,,thinly sliced,
"3 garlic cloves, finely chopped",garlic,3,clove,,,finely chopped,
"1 fresh Thai or habanero chile, seeded if desired, thinly sliced",fresh Thai or habanero chile,1,,,seeded if desired thinly sliced,,
2 tablespoons toasted sesame seeds,toasted sesame seeds,2,tablespoon,,,,
"1 1/2 teaspoons sesame oil, more for drizzling",sesame oil,1.5,teaspoon,,,more for drizzling,
"Cilantro or torn basil, for serving",Cilantro,,,,,"or torn basil, for serving",
"Black vinegar, for serving",black vinegar,,,,,for serving,
"1 1/2 pounds small whiting, gutted, gilled and scaled",whiting,1.5,pound,,,,
"3 large carrots, sliced",carrots,3,large,,,,
"1 large onion, chopped",onion,1,large,,,,
1 mild dried chile,chile,1,,,,,
"2 inches ginger, peeled and chopped",ginger,2,inch,,,,
"4 cloves garlic, chopped",garlic,4,clove,,,,
1/2 cup short-grain rice,short-grain rice,0.5,cup,,,,
Salt and pepper,Salt and pepper,,,,,,
"1/2 pound Italian or other fresh sausage, crumbled",sauage,0.5,pound,,,,
Minced scallions for garnish,scallions,,,,,,
Cilantro or parsley for garnish,cilantro,,,,,,
8 tablespoons (1 stick) butter,butter,8,tablespoon,,,,
2 cups rye-bread cubes,rye-bread,2,cup,,,,
"1 pound sauerkraut, rinsed and drained",sauerkraut,1,pound,,,,
4 ounces chopped smoked ham or slab bacon,ham,4,ounce,,,,
"1 teaspoon juniper berries, crushed",berries,1,teaspoon,,,,
1 teaspoon caraway seeds,caraway seeds,1,teaspoon,,,,
"1 teaspoon fresh thyme, or 1/2 teaspoon dried",thyme,1,teaspoon,,,,
3 bay leaves,bay leaves,3,,,,,
"1 cup white wine, not necessarily bone-dry",wine,1,cup,,,,
"1/2 to 3/4 pound white-fleshed fillet, like halibut",halibut,0.5-0.75,pound,,,,
1/2 to 3/4 pound smoked trout or haddock,trout,0.5-0.75,pound,,,,
1/2 to 3/4 pound skinned salmon,salmon,0.5-0.75,pound,,,,
Salt and pepper,Salt and pepper,,,,,,
"1 shallot, minced",shallot,1,,,,,
1/2 cup cream,cream,0.5,cup,,,,
Juice of 1 lemon,lemon,1,,,,Juice of,
Chopped fresh parsley for garnish,parsley,,,,,,
3 tablespoons olive oil,olive oil,3,tablespoon,,,,
"1 1/2 to 2 pounds monkfish tail, halibut steak or fillet, or swordfish, as thick as possible and preferably in one piece",monkfish tail,1.5-2,pound,,,,
Salt and pepper,Salt and pepper,,,,,,
"1 onion, chopped",onion,1,,,,,
2 thyme sprigs,thyme,2,sprig,,,,
"1 pinch saffron, optional",saffron,1,pinch,,,,
"3 medium carrots, cut into 1-inch chunks",carrots,3,medium,,,,
"1 small fennel bulb, cut into chunks",fennel bulb,1,small,,,,
"1 pound potatoes, cut into 1-inch chunks",potatoes,1,pound,,,,
2 tablespoons tomato paste,tomato paste,2,tablespoon,,,,
1 teaspoon smoked paprika (pimentón),smoked paprika,1,teaspoon,,,(pimenton),
1/2 cup red wine,wine,0.5,cup,,,,
2 1/2 cups beef or chicken stock,beef stock,2.5,cup,,,,
Chopped fresh parsley for garnish.,parsley,,,,,,
1/2 cup sugar,sugar,0.5,cup,,,,
"2 tablespoons blood orange juice, from about 1/2 orange",blood orange juice,2,teaspoon,,,,
2 cups half-and-half,half-and-half,2,cup,,,,
"1 wide strip lemon peel, removed with a peeler",lemon peel,1,strip,,,"wide, removed with a peeler",
"2 wide strips blood orange peel, removed with a peeler",blood orange peel,2,strip,,,"wide, removed with a peeler",
1/2 teaspoon coriander seeds,coriander seeds,0.5,teaspoon,,,,
"6 cardamom pods, crushed",cardamom pods,6,,,,crushed,
1/2 teaspoon fennel seeds,fennel seeds,0.5,teaspoon,,,,
1/4 cup sugar,sugar,0.25,cup,,,,
2 drops pure vanilla extract,pure vanilla extract,2,drop,,,,
"1/2 cup blood orange juice, from 2 to 3 medium oranges",blood orange juice,0.5,cup,,,from 2-3 medium oranges,
3 large eggs,eggs,3,large,,,,
3/4 cup sugar,sugar,0.75,cup,,,,
"1/2 cup blood orange juice, from 2 to 3 medium oranges",blood orange juice,0.5,cup,,,from 2-3 medium oranges,
1/2 cup water,water,0.5,cup,,,,
"1/2 cup blood orange juice, from 2 to 3 medium oranges",blood orange juice,0.5,cup,,,from 2-3 medium oranges,
"375 milliliters dry vermouth, preferably Noilly Prat",dry vermouth,375,milliliter,,,preferably Noilly Prat,
1/2 cup chopped Cerignola olives,Cerignola olives,0.5,cup,,,chopped,
"1 1/2 ounces navy-strength gin, preferably Perry’s Tot",navy-strength gin,1.5,ounce,,,preferably Perry’s Tot,
A few drops of extra-virgin olive oil,extra-virgin olive oil,,drop,,,a few drops,
"Mixed olives, for serving",mixed olives,,,,,for serving,
"2 1/2 teaspoons coarse kosher salt, more as needed",coarse kosher salt,2.5,teaspoon,,,more as needed,
2 teaspoons black pepper,black pepper,2,teaspoon,,,,
1/2 teaspoon ground allspice,ground allspice,0.5,teaspoon,,,,
"5 pounds beef oxtails, patted dry",beef oxtails,5,pound,,,patted dry,
2 tablespoons extra-virgin olive oil,extra-virgin olive oil,2,tablespoon,,,,
"4 shallots, peeled, trimmed and sliced lengthwise 1/4-inch-thick",shallots,4,,,,"peeled, trimmed and sliced lengthwise 0.25-inch-thick \n",
"4 large carrots, peeled and cut into 3-inch lengths",carrots,4,large,,,peeled and cut into 3-inch lengths,
"2 small or 1 large celeriac, peeled and cut into 2-inch chunks",celeriac,2,small,,,"or 1 large celeriac, peeled and cut into 2-inch chunks",
1 tablespoon tomato paste,tomato paste,1,tablespoon,,,,
"6 large garlic cloves, finely chopped",garlic,6,clove,,,"large, finely chopped",
1 bottle (750 milliliters) dry red wine,dry red white wine,1,bottle,,,(750 milliliters),
1 cup chicken stock,chicken stock,1,cup,,,,
"5 parsley sprigs, plus 1/4 cup chopped parsley leaves",parsley,5,sprig,,,plus 0.25 cup chopped parsley leaves,
2 rosemary branches,rosemary,2,branch,,,,
2 bay leaves,bay leaves,2,,,,,
Grated zest of 1 lemon,lemon,1,,,,grated zest,
"Torn celery leaves, for garnish (optional)",celery leaves,,,,,,
"1 pound (about 2 1/4 cups) pinto beans, washed and picked over for stones, soaked for at least 4 hours or overnight in 2 quarts water",pinto beans,1,pound,,,,
"1 medium onion, cut in half",onion,1,medium,,,,
"2 to 4 large garlic cloves (to taste), minced",garlic,2-4,clove,,,,
1 bay leaf,bay leaf,1,,,,,
"Salt to taste (I think beans need a lot, at least 1 teaspoon per quart of water used)",salt,,,,,to taste,
1 recipe using only 1/2 pound (about 1 1/8 cups) beans,simmered pintos,1,,,,,
1 tablespoon extra virgin olive oil,extra virgin olive oil,1,tablespoon,,,,
"1 medium or large onion, chopped",onion,1,medium,,,,
1 1/2 teaspoons chopped fresh rosemary,rosemary,1.5,teaspoon,,,,
"2 large garlic cloves, minced",garlic,2,clove,,,,
1 28-ounce can chopped tomatoes with juice,chopped tomatoes,1,can,,,,
Pinch of sugar,sugar,,pinch,,,,
Salt and freshly ground pepper,Salt and freshly ground pepper,,,,,,
1 tablespoon tomato paste,tomato paste,1,tablespoon,,,,
"1 small dried red pepper, or 1/4 to 1/2 teaspoon red pepper flakes (optional)",dried red pepper,1,small,,,,
"A bouquet garni made with a bay leaf, 1 or 2 Parmesan rinds, and a few sprigs of thyme and parsley",bouquet garni,1,,,,,
6 ounces elbow macaroni or small shells (1 cup),elbow macaroni,6,ounce,,,,
2 to 3 tablespoons chopped fresh parsley,fresh parsley,2-3,tablespoon,,,,
"2 ounces Parmesan cheese, grated (1/2 cup)",Parmesan cheese,2,ounce,,,,
1 recipe,simmered pintos,1,,,,,
"2 tablespoons grapeseed, sunflower or canola oil",grapeseed sunflower or canola oil,2,tablespoon,,,,
"1 onion, finely chopped",onion,1,,,,,
"1 large or 2 medium carrots, cut in small dice",carrot,1,large,,,,
"1 red pepper, diced (optional)",red pepper,1,,,,,
"2 large garlic cloves, minced",garlic,2,clove,,,,
"3 tablespoons mild ground chili (or use hot, or use more)",mild ground chili,3,tablespoon,,,,
"1 tablespoon lightly toasted cumin seeds, ground",lightly toasted cumin seeds,1,tablespoon,,,,
1 28-ounce can chopped tomatoes,chopped tomatoes,1,can,,,,
"1 teaspoon dried oregano, preferably Mexican oregano",dried oregano,1,teaspoon,,,,
2 tablespoons tomato paste dissolved in 1 cup water,tomato paste,2,tablespoon,,,,
2 cups diced winter squash (about 3/4 pound),winter squash,2,cup,,,,
Salt to taste,salt,,,,,,
"1 bunch black or curly kale, stemmed, leaves washed thoroughly in 2 rinses of water",black or curly kale,1,bunch,,stemmed leaf washed thoroughly in 2 rinses of water,,
Salt to taste,salt,,,,,,
2 tablespoons extra virgin olive oil plus additional oil to taste for drizzling,extra virgin olive oil,2,tablespoon,,,,
"2 large garlic cloves, 1 minced, 1 cut in half for rubbing the bruschetta",garlic,2,clove,,,,
1 teaspoon minced fresh thyme,fresh thyme,1,teaspoon,,,,
Freshly ground pepper,Freshly ground pepper,,,,,,
"2 cups simmered pintos, with about 1 cup of broth from the beans",simmered pintos,2,cup,,,,
2 teaspoons slivered sage leaves,silvered sage leaves,2,teaspoon,,,,
8 thick slices whole wheat country bread,whole wheat country bread,8,slice,,,,
"1 1/2 ounces Parmesan, grated (1/3 cup)",Parmesan,1.5,ounce,,,,
1/2 recipe Simmered Pintos with broth,simmered pintos,0.5,,,,,
"2 tablespoons grapeseed, sunflower or canola oil",grapeseed oil,2,tablespoon,,,,
"1 tablespoon cumin seeds, lightly toasted and ground",cumin seeds,1,tablespoon,,,,
2 teaspoons mild ground chili powder,mild ground chili powder,2,teaspoon,,,,
8 corn tortillas,corn tortillas,8,,,,,
2 cups shredded cabbage,shredded cabbage,2,cup,,,,
"2 small or 1 large, ripe avocado, diced or sliced",ripe avocado,2,small,,,,
Fresh lime juice and salt to taste,fresh lime juice and salt,,,,,,
1 cup bottled or fresh salsa (more to taste),salsa,1,cup,,,,
1/4 cup chopped toasted almonds,toasted almonds,0.25,cup,,,,
3/4 cup crumbled queso fresco,queso fresco,0.75,cup,,,,
"3 ounces bittersweet chocolate, chopped",bittersweet chocolate,3,ounce,,,chopped,
2 tablespoons unsweetened cocoa powder,unsweetened cocoa powder,2,tablespoon,,,,
"2 tablespoons sugar, or to taste",sugar,2,tablespoon,,,or to taste,
"3/8 teaspoon ancho chile powder, or to taste",ancho chile powder,0.38,teaspoon,,,or to taste,
1 3/4 cups whole milk,whole milk,1.75,cup,,,,
1/4 cup heavy cream,heavy cream,0.25,cup,,,,
1 cinnamon stick,cinnamon,1,stick,,,,
1 teaspoon vanilla extract,vanilla extract,1,teaspoon,,,,
"Marshmallows or whipped cream, optional",Marshmallows,,,,,"or whipped cream, optional",
2 tablespoons olive oil,olive oil,2,tablespoon,,,,
1 pound ground bison or ground dark turkey,ground bison,1,pound,,,or ground dark turkey,
"1 large onion, finely chopped",onion,1,large,,,finely chopped,
1 12-ounce bottle of beer,beer,1,bottle,,,12-ounce,
1 14 1/2-ounce can diced tomatoes,diced tomatoes,1,can,,, 14.5-ounce,
1/2 cup strong brewed coffee,coffee,0.5,cup,,,strong brewed,
1 tablespoon tomato paste,tomato paste,1,tablespoon,,,,
1/4 cup brown sugar,brown sugar,0.25,cup,,,,
1 tablespoon chile sauce,chile sauce,1,tablespoon,,,,
1 tablespoon cocoa powder,cocoa powder,1,tablespoon,,,,
"Half a serrano or other hot pepper, seeded and finely chopped, or to taste",serrano,half,,,,"or other hot pepper, seeded and finely chopped, or to taste",
1 1/2 tablespoons ground cumin,ground cumin,1,tablespoon,,,,
1 1/2 teaspoons ground coriander,ground coriander,1.5,teaspoon,,,,
"1 teaspoon cayenne pepper, or to taste",cayenne pepper,1,teaspoon,,,or to taste,
"1 teaspoon salt, or to taste",salt,1,teaspoon,,,or to taste,
2 15-ounce cans kidney beans,kidney beans,2,can,,,15-ounce can,
1 15-ounce can cannellini or other white beans,cannellini or other white beans,1 15,ounce can,,,,
"3 medium dried ancho chiles, stems and seeds removed, spread flat",dried ancho chiles,3,medium,,,"stems and seeds removed, spread flat",
1/2 teaspoon cumin seeds,cumin seeds,0.5,teaspoon,,,,
1/2 teaspoon dried Mexican oregano,dried Mexican oregano,0.5,teaspoon,,,,
1/4 teaspoon garlic powder,garlic powder,0.25,teaspoon,,,,
2 tablespoons cumin seeds,cumin seeds,2,tablespoon,,,,
8 ounces bacon,bacon,8,ounce,,,,
"3 pounds boneless beef chuck, buffalo or venison, cut into 1/4-inch cubes",boneless beef chuck,3,pound,,,"buffalo or venison, cut into 0.25-inch cubes",
"1 pound (2 medium) white onions, chopped",white onions,1,pound,,,"(2 medium), chopped",
2 teaspoons paprika,paprika,2,teaspoon,,,,
1 teaspoon dried Mexican oregano,dried Mexican oregano,1,teaspoon,,,,
1 teaspoon ground black pepper,ground black pepper,1,teaspoon,,,,
1/2 teaspoon dried thyme leaves,dried thyme leaves,0.5,teaspoon,,,,
1/2 teaspoon salt,salt,0.5,teaspoon,,,,
"4 large garlic cloves, minced",garlic,4,clove,,,"large, minced",
1 3/4 cups beef broth,beef broth,1.75,cup,,,,
1 28-ounce can puréed tomatoes,puréed tomatoes,1,can,,,28-ounce,
"2 ancho chiles, stems and seeds removed",ancho chiles,2,,,,stems and seeds removed,
2 tablespoons vegetable oil,vegetable oil,2,tablespoon,,,,
1 cup chopped onion,onion,1,cup,,,chopped,
"2 garlic cloves, minced",garlic,2,clove,,,minced,
"2 pounds beef round steak, cut into 1/2-inch cubes",beef round steak,2,pound,,,cut into 0.5-inch cubes,
5 tablespoons chile powder,chile powder,5,tablespoon,,,,
1 tablespoon ground cumin,ground cumin,1,tablespoon,,,,
1 tablespoon sugar,sugar,1,tablespoon,,,,
1 1/2 teaspoons salt,salt,1.5,teaspoon,,,,
1 1/2 teaspoons freshly ground black pepper, ground black pepper,1.5,teaspoon,,,freshly ,
1 1/2 teaspoons dried Mexican oregano,dried Mexican oregano,1.5,teaspoon,,,,
1 1/2 teaspoons cayenne pepper,cayenne pepper,1.5,teaspoon,,,,
1 15-ounce can tomato sauce,tomato sauce,1,can,,,15-ounce,
1 tablespoon masa harina dissolved in 1/2 cup water,masa harina,1,tablespoon,,,dissolved in 0.5 cup water,
"Cooked rice, for serving (optional)",cooked rice,,,,,for serving (optional),
"Bread, for serving (optional)",bread,,,,,for serving (optional),
Sour cream (optional),sour cream,,,,,(optional),
2 pounds large carrots,large carrots,2,pound,,,,
3 tablespoons olive oil,olive oil,3,tablespoon,,,,
"8 tablespoons (1 stick) unsalted butter,plus 3 extra tablespoons for roastingthe carrots",unsalted butter,8,tablespoon,,,,
2 cardamom pods,cardamom pods,2,,,,,
2 star anise,star anise,2,,,,,
Salt and freshly ground black pepper,Salt and freshly ground black pepper,,,,,,
3 tablespoons sherry vinegar,sherry vinegar,3,tablespoon,,,,
1 teaspoon Dijon mustard,Dijon mustard,1,teaspoon,,,,
3 tablespoons chervil leaves orchopped fresh parsley,chervil leaves,3,tablespoon,,,,
2 medium butternut squashes,butternut squashes,2,medium,,,,
Olive oil,Olive oil,,,,,,
Salt and pepper,Salt and pepper,,,,,,
1/2 cup dried porcini or other mushrooms,dried porcini or other mushrooms,0.5,cup,,,,
"1 medium onion, chopped",onion,1,medium,,,,
1/2 cup red wine,red wine,0.5,cup,,,,
1 cup vegetable stock or water,vegetable stock or water,1,cup,,,,
"10 fresh sage leaves, chopped",fresh sage leaves,10,,,,,
Zest of 1 lemon,Zest of 1 lemon,,,,,,
3 red bell peppers,red bell peppers,3,,,,,
1 medium-to-large head cauliflower,medium-to-large head cauliflower,1,,,,,
Olive oil,Olive oil,,,,,,
Salt and pepper,Salt and pepper,,,,,,
1/2 cup Marcona almonds,Marcona almonds,0.5,cup,,,,
"1 small garlic clove, peeled",garlic clove,1,small,,,,
1 tablespoon sherry vinegar,sherry vinegar,1,tablespoon,,,,
"2 ounces smoked slab bacon, diced",smoked slab bacon,2,ounce,,,diced,
"1 1/2 pounds pork butt, fat well trimmed, in 1-inch chunks, patted dry",pork butt,1.5,pound,,,"fat well trimmed, in 1-inch chunks, patted dry",
1 cup finely diced celery,celery,1,cup,,,finely diced,
1/2 cup finely diced shallots,shallots,0.5,cup,,,finely diced,
1/2 tablespoon dried sage,dried sage,0.5,tablespoon,,,,
Salt and ground black pepper,Salt and ground black pepper,,,,,,
1/2 cup dry red wine,dry red wine,0.5,cup,,,,
2 cups chicken stock,chicken stock,2,cup,,,,
1/2 ounce dried porcini,dried porcini,0.5,ounce,,,,
3/4 cup French or Umbrian lentils,French or Umbrian lentils,#3$4,cup,,,,
1/2 cup heavy cream,heavy cream,0.5,cup,,,,
3 tablespoons chopped celery leaves,celery leaves,3,tablespoon,,,chopped,
3/4 cup heavy cream,heavy cream,0.75,cup,,,,
1 1/2 tablespoons prepared spicy brown mustard,mustard,1.5,tablespoon,,,prepared spicy brown,
1 1/2 teaspoons freshly squeezed lemon juice,lemon juice,1.5,teaspoon,,,freshly squeezed,
2 egg yolks,egg yolks,2,,,,,
"Salt to taste, if desired",Salt,,,,,"to taste, if desired",
Freshly ground pepper to taste,Freshly ground pepper,,,,,to taste,
"18 oysters, shucked",oysters,18,,,,shucked,
6 tablespoons oyster liquor,oyster liquor,6,tablespoon,,,,
18 oyster shells,oyster shells,18,,,,,
"Poached cherries, peaches, apricots, pears or prunes",cherries,,,,,"poached peaches, apricots, pear or prunes",
"Fresh or frozen strawberries, raspberries or blueberries, or several fruits in combination",Fresh or frozen strawberries raspberries or blueberries or several fruits in combination,,,,,,
1/2 cup of sugar,sugar,0.5,cup,,,,
2 eggs,eggs,2,,,,,
1 cup sugar,sugar,1,cup,,,,
1/2 cup whole milk,whole milk,0.5,cup,,,,
1 tablespoon flour,flour,1,tablespoon,,,,
3 teaspoons salt,salt,3,teaspoon,,,,
"1 large onion, diced",onion,1,large,,,diced,
"2 tablespoons butter (not melted), plus 1 stick butter melted",butter,2,tablespoon,,,"(not melted), plus 1 stick melted",
"3 stalks celery, diced",celery,3,stalk,,,diced,
1 pound ground pork,ground pork,1,pound,,,,
1 teaspoon dried thyme,thyme,1,teaspoon,,,dried,
"1 teaspoon crushed, dried rosemary",rosemary,1,teaspoon,,,"crushed, dried",
1/2 teaspoon dried sage,sage,0.5,teaspoon,,,dried,
1/2 teaspoon dried marjoram,marjoram,0.5,teaspoon,,,dried,
1/4 teaspoon freshly grated nutmeg,freshly grated nutmeg,0.25,teaspoon,,,,
Pinch ground cloves,ground cloves,,pinch,,,,
3/4 cup sweetened chestnut paste (such as crème de marrons),chestnut paste,0.75,cup,,,sweetened (such as crème de marrons),
1/3 teaspoon nutmeg,nutmeg,0.333,teaspoon,,,,
2 tablespoons dry sherry,dry sherry,2,tablespoon,,,,
4 cups toasted crumbled corn bread,bread,4,cup,,,toasted crumbled corn,
"1 cup shelled roasted chestnuts, crumbled into large pieces",chestnuts,1,cup,,,"shelled roasted, crumbled into large piece",
2 tablespoons minced fresh sage,sage,2,tablespoon,,,minced fresh,
"2 leeks, white and light green parts only, in 1/2-inch-thick slices",leeks,2,,,,"white and light green parts only, in 0.5-inch-thick slice",
1 cup chopped portobello mushrooms,mushrooms,1,cup,,,chopped portobello,
"1/2 pound smoked tempeh or tofu, in cubes",smoked tempeh,0.5,pound,,,"or tofu, in cubes",
1/2 teaspoon dried thyme,dried thyme,0.5,teaspoon,,,,
1 tablespoon olive oil,olive oil,1,tablespoon,,,,
1 teaspoon light soy sauce,light soy sauce,1,teaspoon,,,,
3 tablespoons minced chives,chives,3,tablespoon,,,minced,
Tabasco sauce to taste,Tabasco sauce,,,,,to taste,
1 bulb fennel with sprigs,fennel,1,bulb,,,with sprig,
2 tablespoons lemon juice,lemon juice,2,tablespoon,,,,
1 tablespoon sherry vinegar,sherry vinegar,1,tablespoon,,,,
1/2 teaspoon freshly ground coriander seeds,coriander seeds,0.5,teaspoon,,,freshly ground,
Sliced green picholine olives,green picholine olives,,,,,Sliced,
Cracked pepper,pepper,,,,,Cracked,
Minced chives and fennel sprigs,chives and fennel sprigs,,,,,Minced,
Freshly ground black pepper to taste,Freshly ground black pepper,,,,,to taste,
1 egg,egg,1,,,,,
1/3 cup milk,milk,0.333,cup,,,,
1/2 cup all-purpose flour,all-purpose flour,0.5,cup,,,,
"4 boneless, skinless, half-breasts of chicken",half-breasts of chicken,4,,,,"boneless, skinless",
4 cups mesclun,mesclun,4,cup,,,,
3 tablespoons vegetable oil,vegetable oil,3,tablespoon,,,,
"4 medium onions, 2 finely chopped and 2 quartered",onions,4,medium,,,2 finely chopped and 2 quartered,
1 cup thinly sliced button or wild mushrooms,mushrooms,1,cup,,,thinly sliced button or wild,
"2 medium butternut squash, peeled, seeds and fibers scooped out, cut into 1/2-inch cubes",butternut squash,2,medium,,,"peeled, seeds and fibers scooped out, cut into 0.5-inch cubes",
"1 1/4 cups flour, plus more for rolling",flour,1.25,cup,,,plus more for rolling,
1/2 teaspoon salt,salt,0.5,teaspoon,,,,
"6 tablespoons cold butter, preferably high-fat",butter,6,tablespoon,,,"cold, preferably high-fat",
"1 large egg yolk, beaten with 2 tablespoons ice water",egg yolk,1,large,,,beaten with 2 tablespoon ice water,
1 tablespoon extra virgin olive oil,extra virgin olive oil,1,tablespoon,,,,
1 teaspoon cumin seeds,cumin seeds,1,teaspoon,,,,
"8 ounces shiitake mushrooms, sliced and stems discarded",mushrooms,8,ounce,,,"shiitake, sliced and stems discarded",
1 tablespoon finely sliced shallots,shallots,1,tablespoon,,,finely sliced,
Salt and ground white pepper,ground Salt and white pepper,,,,,,
"Neutral oil (canola, grapeseed, corn) for deep-frying",neutral oil,,,,,,
"4 serrano chiles, thinly sliced, with seeds removed",serrano chiles,4,,,,,
"2 red sweet peppers, cut into 1/2-inch pieces",red sweet peppers,2,,,,,
1 tablespoon extra virgin olive oil,extra virgin olive oil,1,tablespoon,,,,
"1 medium onion, chopped",onion,1,medium,,,chopped,
"1 bulb green garlic, stalks and papery layers removed, roughly chopped",green garlic,1,bulb,,,"stalk and papery layers removed, roughly chopped",
1/2 cup rice,rice,0.5,cup,,,,
"3 lobsters, about 3 pounds each",3 lobsters,3,pound,,,,
1/2 cup olive oil,olive oil,0.5,cup,,,,
