input,name,quantity,unit,preparation,comment
12 whole white peppercorns,whole white peppercorns,12,,,
1 tbsp chopped flat-leaf parsley,flat-leaf parsley,1,tbsp,chopped,
1 x 410g jar mincemeat,mincemeat,1 x 410,jars g,,
8 tbsp vegetable oil,vegetable oil,8,tbsp,,
1 tbsp walnut vinegar,walnut vinegar,1,tbsp,,
150g/5½oz runner beans,runner beans,150 5.5,g oz,,/
"oil, to drizzle",oil,,,,to drizzle
"170g/6oz good-quality dark chocolate, minimum 60 per cent cocoa solids, roughly chopped (dairy free, if necessary)",dark chocolate,170 6,g oz,roughly chopped,"good-quality, minimum 60 per cent cocoa solids, (dairy free, if necessary) /"
"small bunch coriander, leaves picked and chopped",coriander,,small bunch,leaves picked and chopped,
250g/9oz squid,squid,250 9,g oz,,/
320g/11¼oz double cream,double cream,320 11.25,g oz,,/
150ml/5fl oz sweet white wine or Madeira,sweet white wine or Madeira,150 5,ml fl oz,,/
"few sprigs fresh lemon thyme, leaves picked",fresh lemon thyme,few,sprigs,leaves picked,
500ml/10½fl oz beef stock,beef stock,500 10.5,ml fl oz,,/
125g/4½oz breadcrumbs,breadcrumbs,125 4.5,g oz,,/
"ghee or unsalted butter, melted, for brushing over bread",ghee or unsalted butter,,,melted,for brushing over bread
"½ large bread loaf, can be a bit stale (or brioche)",bread,0.5,large loaf,,can be a bit stale (or brioche)
"5 sprigs fresh lemon thyme, leaves only, chopped",fresh lemon thyme,5,sprigs,chopped,leaves only
"2cm/¾in piece fresh ginger, peeled and cut into thin strips",fresh ginger,2 0.75,cm in piece,peeled and cut into thin strips,/
1 tbsp flatleaf parsley,flatleaf parsley,1,tbsp,,
100g/3½oz canned cannellini beans,canned cannellini beans,100 3.5,g oz,,/
550g/1lb 4oz dry cured smoked streaky bacon,dry cured smoked streaky bacon,550 1 4,g lb oz,,/
50ml/1¾fl oz walnut oil,walnut oil,50 1.75,ml fl oz,,/
"6 boneless chicken thighs, skin removed",boneless chicken thighs,6,,skin removed,
"175g/6oz soft butter, plus extra for greasing",soft butter,175 6,g oz,,plus extra for greasing/
100g/3½oz plain shelled peanuts,plain shelled peanuts,100 3.5,g oz,,/
"½ banana shallot, finely sliced",banana shallot,0.5,,finely sliced,
"250g/9oz green beans, trimmed, blanched and chopped",green beans,250 9,g oz,"trimmed, blanched and chopped",/
"4 carrots, trimmed",carrots,4,,trimmed,
225g/8oz fresh or frozen raspberries,raspberries,225 8,g oz,,fresh or frozen /
150g/5oz fresh beansprouts,fresh beansprouts,150 5,g oz,,/
30g/1oz crushed garlic,garlic,30 1,g oz,crushed,/
"3 tomatoes, skinned, deseeded, chopped",tomatoes,3,,"skinned, deseeded, chopped",
1 tbsp ghee or butter,ghee or butter,1,tbsp,,
4 tbsp chopped fresh coriander,fresh coriander,4,tbsp,chopped,
4 tbsp whole milk,whole milk,4,tbsp,,
"1 butterhead lettuce, leaves removed",butterhead lettuce,1,,leaves removed,
"3 tbsp mint leaves, picked",mint leaves,3,tbsp,picked,
"225g/8oz bulgar wheat, cooked according to packet instructions",bulgar wheat,225 8,g oz,cooked according to packet instructions,/
2 tsp picked oregano leaves,picked oregano leaves,2,tsp,,
"1 large floury potato, peeled, sliced into 8 equal-sized thin slices",floury potato,1,large,"peeled, sliced into 8 equal-sized thin slices",
"2 carrots, thinly sliced",carrots,2,,thinly sliced,
4 tbsp extra-virgin olive oil,extra-virgin olive oil,4,tbsp,,
"10 clementines, segmented",clementines,10,,segmented,
285ml/10fl oz double cream,double cream,285 10,ml fl oz,,/
500g/1lb 2oz raspberries (frozen is fine),raspberries,500 1 2,g lb oz,,(frozen is fine) /
200ml/7fl oz tinned Italian chopped tomatoes,tinned Italian chopped tomatoes,200 7,ml fl oz,,/
"6 cooked langoustines, peeled, de-veined, heads and tails separated",cooked langoustines,6,,"peeled, de-veined, heads and tails separated",
30g/1oz oats,oats,30 1,g oz,,/
"small handful fresh basil, roughly chopped",fresh basil,,small handful,roughly chopped,
3 figs,figs,3,,,
3 tbsp blackstrap molasses,blackstrap molasses,3,tbsp,,
500g/1lb 2oz samphire,samphire,500 1 2,g lb oz,,/
200g/7oz mayonnaise,mayonnaise,200 7,g oz,,/
"1 garlic clove, peeled, crushed to a paste with the edge of a knife",garlic,1,clove,"peeled, crushed to a paste with the edge of a knife",clove
"5cm/2in piece fresh ginger, peeled and finely grated",fresh ginger,5 2,cm in piece,peeled and finely grated,/
pinch finely sliced Kaffir lime leaves,Kaffir lime leaves,,pinch,finely sliced,
1–2 tbsp milk,milk,1-2,tbsp,,
"3 large oranges, segmented",oranges,3,large,segmented,
3-4 tbsp olive oil,olive oil,3-4,tbsp,,
"110g/4oz tinned apricots, drained",tinned apricots,110 4,g oz,drained,/
1 x 240g tin red kidney beans (drained weight),red kidney beans,1 x 240,g tin ,,(drained weight)
2.5kg/5lb 8oz gammon,gammon,2.5 5 8,kg lb oz,,/
2-3 tbsp jam,jam,2-3,tbsp,,
"fresh coriander leaves, to serve",fresh coriander leaves,,,,to serve
"½ parsnip, peeled, cored and chopped",parsnip,0.5,,"peeled, cored and chopped",
"5 large red chillies, cut into thin julienne strips",red chillies,5,large,cut into thin julienne strips,
"2 tomatoes, skins and seeds removed, finely chopped",tomatoes,2,,"skins and seeds removed, finely chopped",
2 ice cubes,ice cubes,2,,,
2 tbsp calvados,calvados,2,tbsp,,
"4 small shallots, sliced",shallots,4,small,sliced,
"1 handful fresh flatleaf parsley, leaves finely chopped",fresh flatleaf parsley,1,handful,leaves finely chopped,
1 heaped tbsp condensed milk or dulce de leche,condensed milk or dulce de leche,1,heaped tbsp,,
"2 Little Gem lettuces, leaves only",Little Gem lettuces,2,,,leaves only
2 tbsp fresh chopped herbs,"fresh, herbs",2,tbsp,chopped,
"4 small shallots, finely chopped",shallots,4,small,finely chopped,
"2 onions, peeled, chopped, then blended in a food processor to a paste",onions,2,,"peeled, chopped, then blended in a food processor to a paste",
"8 new potatoes, cooked and quartered lengthways",new potatoes,8,,cooked and quartered lengthways,
"2 large Bramley apples, peeled, cores removed, roughly chopped",Bramley apples,2,large,"peeled, cores removed, roughly chopped",
250g/8¾oz very fresh sea bass fillets,very fresh sea bass fillets,250 8.75,g oz,,/
1 large carrot,carrot,1,large,,
"8 sprigs of mint, leaves only, roughly torn",mint,8,sprigs,roughly torn,"of, leaves only"
"90g/3¼oz unsalted butter, cut into cubes, softened,",unsalted butter,90 3.25,g oz,"cut into cubes, softened",/
"110g/4oz ready-made croutons, crushed into fine crumbs",ready-made croutons,110 4,g oz,crushed into fine crumbs,/
"4 large oranges, zest and 300ml/10fl oz juice only",oranges,4,large,,zest and 300 ml / 10 fl oz juice only
"2 small strawberries, halved",strawberries,2,small,halved,
"1½ tomatoes, chopped",tomatoes,1.5,,chopped,
"150g/5½oz cold butter, cut into cubes",butter,150 5.5,g oz,"cold, cut into cubes",/
"200g/7oz black pudding, cut into 12 thick slices",black pudding,200 7,g oz,cut into 12 thick slices,/
"110g/4oz chicory, leaves separated",chicory,110 4,g oz,leaves separated,/
560g/1lb 4oz caster sugar,caster sugar,560 1 4,g lb oz,,/
"white basmati rice, cooked, to serve",white basmati rice,,,cooked,to serve
"100g/3½oz ham, sliced",ham,100 3.5,g oz,sliced,/
568ml/1 pint lobster stock,lobster stock,568 1,ml pint,,/
1 whole leg of lamb,whole leg of lamb,1,,,
4 anchovy fillets in oil,anchovy fillets in oil,4,,,
"1 banana, peeled, ends trimmed off",banana,1,,"peeled, ends trimmed off",
6 tbsp rough breadcrumbs,rough breadcrumbs,6,tbsp,,
4 tbsp whisky,whisky,4,tbsp,,
"2 sprigs dill, roughly chopped",dill,2,sprigs,roughly chopped,
"1 tbsp fresh lemongrass that has been thinly sliced, crossways","fresh lemongrass, crossways",1,tbsp,that has been thinly sliced,
"½ carrot, chopped",carrot,0.5,,chopped,
"2-3 tbsp water, to bind",water,2-3,tbsp,,to bind
1 tsp powdered gelatine,powdered gelatine,1,tsp,,
4½oz /125g smoked salmon trimmings,smoked salmon trimmings,4.5 125,oz g,,/
2 slices day-old white bread,day-old white bread,2,slice,,
1 tsp/5ml white wine vinegar,white wine vinegar,1 5,tsp ml,,/
50g/1¾oz smoked bacon lardons,smoked bacon lardons,50 1.75,g oz,,/
100g/3½oz fresh breadcrumbs,fresh breadcrumbs,100 3.5,g oz,,/
85g/3½ oz plain flour,plain flour,85 3.5,g oz,,/
20g/¾oz corn flour,corn flour,20 0.75,g oz,,/
1 lemon grass,lemon grass,1,,,
"1 small handful fresh flatleaf parsley, roughly chopped, plus a little extra for serving",fresh flatleaf parsley,1,small handful,roughly chopped,plus a little extra for serving handful
50g/1¾oz chopped walnuts,walnuts,50 1.75,g oz,chopped,/
wedges of lemon,lemon,,wedge,,of wedge
50ml/1¾fl oz ruby port,ruby port,50 1.75,ml fl oz,,/
200g/7fl oz coconut milk,coconut milk,200 7,g fl oz,,/
1½ tbsp garam masala,garam masala,1.5,tbsp,,
"4 shallots, finely sliced and deep-fried",shallots,4,,finely sliced and deep-fried,
"500g/1lb 2oz venison fillet, at room temperature",venison fillet,500 1 2,g lb oz,at room temperature,/
"1 tsp tandoori masala powder (optional), available from specialist Asian supermarkets",tandoori masala powder,1,tsp,,"(optional), available from specialist Asian supermarkets"
8g instant yeast,instant yeast,8,g,,
"48 prawns, defrost if frozen",prawns,48,,,defrost if frozen
"150g/5½oz new potatoes, cooked",new potatoes,150 5.5,g oz,cooked,/
95g/3¼oz butter,butter,95 3.25,g oz,,/
"2 tbsp slivered almonds, toasted",almonds,2,tbsp,"slivered, toasted",
"1 head Little Gem lettuce, leaves separated",Little Gem lettuce,1,head,leaves separated,
6-8 tbsp malt vinegar,malt vinegar,6-8,tbsp,,
"50g/2oz hazelnuts, shells removed",hazelnuts,50 2,g oz,shells removed,/
500g/1lb 2oz 00 pasta flour,00 pasta flour,500 1 2,g lb oz,,/
6 medium free-range eggs,free-range eggs,6,medium,,
"curry powder, to taste",curry powder,,,,to taste
"250g/9oz lard, diced",lard,250 9,g oz,diced,/
"40g/1½oz butter, plus extra for ramekins",butter,40 1.5,g oz,,plus extra for ramekins/
"300g/11oz mussels in their shells, cleaned",mussels,300 11,g oz,cleaned,in their shells/
"175g/6oz smoked streaky bacon, chopped into lardons",smoked streaky bacon,175 6,g oz,chopped into lardons,/
"1 courgette, sliced into thin ribbons on a mandolin",courgette,1,,sliced into thin ribbons on a mandolin,
"5 baby leeks, sliced",baby leeks,5,,sliced,
2 tsp raisins,raisins,2,tsp,,
450ml/14fl oz vegetable oil,vegetable oil,450 14,ml fl oz,,/
"1 leek, thinly sliced lengthways",leek,1,,thinly sliced lengthways,
"2 turnips, cut in 2.5cm/1in pieces (optional)",turnips,2,,cut in 2.5 cm / 1 in pieces,(optional)
"110g/4oz fresh ginger, thinly sliced",fresh ginger,110 4,g oz,thinly sliced,/
"fresh mint leaves, to decorate",fresh mint leaves,,,,to decorate
"1 large tomato, deseeded and finely diced",tomato,1,large,deseeded and finely diced,
small sprig holly leaves,holly leaves,,small sprig,,
½oz tsp cinnamon,cinnamon,0.5,oz tsp,,
"1 tbsp cornflour, mixed with a little water to create a paste",cornflour,1,tbsp,mixed with a little water to create a paste,
3 peaches,peaches,3,,,
20g/¾oz runny honey,runny honey,20 0.75,g oz,,/
"1 field mushroom, sliced",field mushroom,1,,sliced,
1.5 litres/2½ pints litres beef stock,beef stock,1.5 2.5,litre pint litre,,/
"1 courgette, thickly sliced on the diagonal",courgette,1,,thickly sliced on the diagonal,
2 pinch chilli flakes,chilli flakes,2,pinches,,
"½ bunch mint, roughly chopped",mint,0.5,bunch,roughly chopped,
150g/5½oz white crabmeat,white crabmeat,150 5.5,g oz,,/
175g/6oz raisins,raisins,175 6,g oz,,/
"2 slices white crusty bread, crust removed, cubed",white crusty bread,2,slice,"crust removed, cubed",
½ tsp saffron strands,saffron strands,0.5,tsp,,
"100g/4oz fresh pea shoots, chilled",fresh pea shoots,100 4,g oz,chilled,/
"200ml/7¼oz double cream, whipped",double cream,200 7.25,ml oz,whipped,/
"50g/2oz butternut squash pieces, roasted",butternut squash pieces,50 2,g oz,roasted,/
150g/5¼oz tub Greek yoghurt,tub Greek yoghurt,150 5.25,g oz,,/
"1 yellow pepper, deseeded, julienned",yellow pepper,1,,"deseeded, julienned",
"1 stalk lemongrass, crushed",lemongrass,1,stalk,crushed,
"4 rashers rindless smoked streaky bacon or pancetta, cut into 1cm/½in slices",rindless smoked streaky bacon or pancetta,4,rashers,cut into 1 cm / 0.5 in slices,
110ml/3¾fl oz double cream,double cream,110 3.75,ml fl oz,,/
"50g/2oz cucumber, peeled, sliced into ribbons",cucumber,50 2,g oz,"peeled, sliced into ribbons",/
50ml maple syrup,maple syrup,50,ml,,
"2 stalks lemongrass, tough outer leaves removed, soft inner stem roughly chopped",lemongrass,2,stalks,"tough outer leaves removed, soft inner stem roughly chopped",
"2 x 5cm/2in pieces fresh turmeric, peeled",fresh turmeric,2 x 5 2,cm in piece,peeled,/
"2-3 sprigs fresh thyme, leaves stripped",fresh thyme,2-3,sprigs,leaves stripped,
"2 tbsp salted capers, rinsed",salted capers,2,tbsp,rinsed,
150g/5½oz polenta,polenta,150 5.5,g oz,,/
170g/6oz plain chocolate,plain chocolate,170 6,g oz,,/
"18 king prawns, cooked, peeled",king prawns,18,,"cooked, peeled",
"100g/3½oz carrots, chopped",carrots,100 3.5,g oz,chopped,/
3–4 tbsp pomegranate seeds,pomegranate seeds,3-4,tbsp,,
"450g/1lb linguine pasta, cooked",linguine pasta,450 1,g lb,cooked,/
"1 large orange, zest and juice",orange,1,large,,zest and juice
"500g/1lb 2oz new potatoes, halved",new potatoes,500 1 2,g lb oz,halved,/
110g/4oz Puy lentils,Puy lentils,110 4,g oz,,/
"½ red chilli, seeds removed and chopped",red chilli,0.5,,seeds removed and chopped,
"200g/7oz dark chocolate, chopped",dark chocolate,200 7,g oz,chopped,/
"2 plums, halved, stones removed",plums,2,,"halved, stones removed",
"small handful fresh flatleaf parsley, chopped",fresh flatleaf parsley,,small handful,chopped,
"1 pink grapefruit, cut into small segments",pink grapefruit,1,,cut into small segments,
"1 medium-sized aubergine, cubed",aubergine,1,medium-sized,cubed,
"melted butter, to glaze",butter,,,melted,to glaze
"2 garlic cloves, peeled and halved",garlic,2,clove,peeled and halved,
"4 baby leeks, trimmed",baby leeks,4,,trimmed,
"small bunch herbs, such as parsley and coriander",herbs,,small bunch,,such as parsley and coriander bunch
small handful dried fine egg noodles,egg noodles,,small handful,dried fine,
1-2 tbsp cornflour,cornflour,1-2,tbsp,,
"custard, thick cream or ice cream",custard,,,,thick cream or ice cream
generous pinch sea salt,sea salt,,generous pinch,,
handful grated cheddar or crumbled feta,cheddar or crumbled feta,,handful,grated,
flat leaf parsley,flat leaf parsley,,,,
"5 spring onions, trimmed and thinly sliced (or 1 small red onion, thinly sliced)",spring onions,5,,"trimmed and thinly sliced, thinly sliced",or 1 small red onion ( )
"4 slices white bread, crusts removed, cut into 5mm/¼in cubes",white bread,4,slice,"crusts removed, cut into 5 mm / 0.25 in cubes",
500g/1lb 2oz sweet shortcrust pastry,sweet shortcrust pastry,500 1 2,g lb oz,,/
"4 x 150g/3½oz red snapper fillets, cut into pieces",red snapper fillets,4 x 150 3.5,g oz,cut into pieces,/
"2 heads baby gem lettuce, leaves shredded",baby gem lettuce,2,heads,leaves shredded,
"150g/5½oz cheddar, grated",cheddar,150 5.5,g oz,grated,/
"55g/2oz unsalted butter, melted",unsalted butter,55 2,g oz,melted,/
"fresh mint sprigs, to garnish",fresh mint,,sprig,,to garnish sprig
2 handfuls rocket,rocket,2,handful,,
"75g/3oz chilled butter, diced",butter,75 3,g oz,"chilled, diced",/
"4 sun-dried tomatoes (preserved in oil, from a jar or can), drained, cut into thin strips",sun-dried tomatoes,4,,"drained, cut into thin strips","(preserved in oil, from a jar or can)"
"6 lemon grass sticks, outer leaves removed",lemon grass,6,sticks,outer leaves removed,
"200g/7oz baby spinach leaves, washed",baby spinach leaves,200 7,g oz,washed,/
1kg/2lb 2oz jam sugar,jam sugar,1 2 2,kg lb oz,,/
100ml/3½fl oz hoisin sauce,hoisin sauce,100 3.5,ml fl oz,,/
1 tbsp ground cinnamon,ground cinnamon,1,tbsp,,
50g/1¾oz lard or vegetable shortening,lard or vegetable shortening,50 1.75,g oz,,/
500g/1lb 2oz lamb mince,lamb mince,500 1 2,g lb oz,,/
"½ Bramley apple, chopped",Bramley apple,0.5,,chopped,
"½ pineapple, peeled, cored and sliced",pineapple,0.5,,"peeled, cored and sliced",
"1 tbsp caster or icing sugar, plus extra for sprinkling",caster or icing sugar,1,tbsp,,plus extra for sprinkling
leftover stuffing,leftover stuffing,,,,
"4 rashers streaky bacon, chopped into ¼ inch/5mm pieces",streaky bacon,4,rashers,chopped into 0.25 inch / 5 mm pieces,
20g/¾oz sea salt,sea salt,20 0.75,g oz,,/
"1 large sprig basil, leaves only",basil,1,large sprig,,leaves only
1 handful cherry tomatoes,cherry tomatoes,1,handful,,
"2 tomatoes, skins and seeds removed, chopped",tomatoes,2,,"skins and seeds removed, chopped",
"170g/5¾oz baking margarine, plus extra for greasing",baking margarine,170 5.75,g oz,,plus extra for greasing/
pinch white sugar,white sugar,,pinch,,
"1 x 400g/14oz can tomatoes, chopped",tomatoes,1 x 400 14,can g oz,chopped,/
"1.5kg/3lb 5oz swede, peeled, roughly chopped",swede,1.5 3 5,kg lb oz,"peeled, roughly chopped",/
200g/7oz instant white polenta,instant white polenta,200 7,g oz,,/
"fresh figs, sliced into quarters",fresh figs,,,sliced into quarters,
300ml/10½fl oz tomato ketchup,tomato ketchup,300 10.5,ml fl oz,,/
1 large wild sea bass or 2 farmed sea bass,wild sea bass,1,large,,or 2 farmed sea bass
¼ tsp turmeric,turmeric,0.25,tsp,,
"2-3 garlic cloves, peeled",garlic,2-3,clove,peeled,
2 tsp freshly grated horseradish root,horseradish root,2,tsp,freshly grated,
"walnut and raisin loaf (or any fruit and nut bread of your choice), sliced into six 1cm/1/2inch wide pieces",walnut and raisin,,loaf,sliced into 6 1 cm / 0.5 inch wide pieces,(or any fruit and nut bread of your choice)
"50g/1¾oz fresh spinach leaves, washed",fresh spinach leaves,50 1.75,g oz,washed,/
12g salt,salt,12,g,,
"2.5cm/1in piece fresh root ginger, peeled and grated, or finely diced",fresh root ginger,2.5 1,cm in piece,"peeled and grated, or finely diced",/
"1 yellow pepper, de-seeded and thinly sliced",yellow pepper,1,,de-seeded and thinly sliced,
"oil or beef fat, for cooking",oil or beef fat,,,,for cooking
"350g/12oz butter, plus extra for greasing",butter,350 12,g oz,,plus extra for greasing/
"55g/2oz frozen peas, defrosted",frozen peas,55 2,g oz,defrosted,/
750ml/27fl oz chicken or vegetable stock,chicken or vegetable stock,750 27,ml fl oz,,/
pinch sea salt,sea salt,,pinch,,
"2 garlic cloves, lightly crushed",garlic,2,clove,lightly crushed,
2 dried Kashmiri chillies,dried Kashmiri chillies,2,,,
"400g/14oz potatoes, cut into quarters",potatoes,400 14,g oz,cut into quarters,/
200g/7oz white rice,white rice,200 7,g oz,,/
"sliced almonds, to garnish",almonds,,,sliced,to garnish
300g/10½oz tipo ‘00’ flour,tipo 00’ flour,300 10.5,g oz,,/
75g/2¾oz icing sugar,icing sugar,75 2.75,g oz,,/
"edible gold balls, to decorate",edible gold balls,,,,to decorate
20g/¾oz instant dashi (Japanese stock) or 3 tsp good quality vegetable bouillon powder,"instant dashi, vegetable bouillon powder",20 0.75,g oz,,(Japanese stock) or 3 tsp good quality /
250g/9oz crème fraîche,crème fraîche,250 9,g oz,,/
"3 prawns, chopped",prawns,3,,chopped,
400g/14oz medlars,medlars,400 14,g oz,,/
2-3 tbsp olive oil,olive oil,2-3,tbsp,,
2 green cardamom pods,green cardamom pods,2,,,
225g/8oz egg noodles,egg noodles,225 8,g oz,,/
2 beef frying steaks,beef frying steaks,2,,,
pomegranate seeds,pomegranate seeds,,,,
4 tbsp/2½fl oz good-quality olive oil,good-quality olive oil,4 2.5,tbsp fl oz,,/
"1 onion, cut into 1cm/½in rings",onion,1,,cut into 1 cm / 0.5 in rings,
"2 red bird's eye chillies, sliced",red bird's eye chillies,2,,sliced,
"small knob fresh ginger, peeled and roughly chopped",fresh ginger,,small knob,peeled and roughly chopped,
"2 garlic clove, grated",garlic,2,clove,grated,
"225g/8oz baking spread, margarine or soft butter at room temperature, plus a little extra to grease the tins","baking spread, butter",225 8,g oz,at room temperature,"margarine or soft, plus a little extra to grease the tins /"
"½ pear, cored, chopped",pear,0.5,,"cored, chopped",
"fresh mint, to garnish",fresh mint,,,,to garnish
2 tsp cider vinegar,cider vinegar,2,tsp,,
50g/1¾oz sea fennel,sea fennel,50 1.75,g oz,,/
"1 tsp dried chilli flakes, or to taste",dried chilli flakes,1,tsp,,or to taste
"1 fresh chilli, finely chopped",fresh chilli,1,,finely chopped,
"1kg/2lb 4oz sweet red apples, such as Cox's Orange Pippins, peeled, cores removed, each apple cut into eight wedges",sweet red apples,1 2 4,kg lb oz,"peeled, cores removed, each apple cut into 8 wedges",such as Cox's Orange Pippins /
"5 large prawns, peeled and heads removed, butterflied",prawns,5,large,"peeled and heads removed, butterflied",
90g/3¼oz blueberries,blueberries,90 3.25,g oz,,/
"100g/3½oz chicken, sliced",chicken,100 3.5,g oz,sliced,/
3 tsp tomato purée,tomato purée,3,tsp,,
"100g/3½oz cockles, cleaned",cockles,100 3.5,g oz,cleaned,/
"450g/1 lb fillet of beef, cut into 5cm/2in thin strips",fillet of beef,450 1,g lb,cut into 5 cm / 2 in thin strips,/
black pepper (optional),black pepper,,,,(optional)
"½ red pepper, deseeded",red pepper,0.5,,deseeded,
"400g/14oz mixed mushrooms, cleaned, sliced lengthways",mixed mushrooms,400 14,g oz,"cleaned, sliced lengthways",/
"4 baby breakfast radish, finely chopped",baby breakfast radish,4,,finely chopped,
"¼ fennel bulb, finely chopped",fennel,0.25,bulb,finely chopped,
"200g/7oz floury potatoes (preferably Mayan Gold), peeled and sliced thickly",floury potatoes,200 7,g oz,peeled and sliced thickly,(preferably Mayan Gold)/
"½ head broccoli, chopped into florets, stalk chopped into pieces",broccoli,0.5,heads,"chopped into florets, stalk chopped into pieces",
"1 head spring greens, finely sliced",spring greens,1,head,finely sliced,
25g/1oz brown sugar,brown sugar,25 1,g oz,,/
"little plain flour, for dusting",little plain flour,,,,for dusting
"300g/10½oz button mushrooms, finely chopped",button mushrooms,300 10.5,g oz,finely chopped,/
"2-3 tbsp caster sugar, to sweeten",caster sugar,2-3,tbsp,,to sweeten
"1 clove garlic, finely diced",garlic,1,clove,finely diced,
salt & freshly ground black pepper,salt & freshly ground black pepper,,,,
"fresh coriander leaves, to garnish (optional)",fresh coriander leaves,,,,to garnish (optional)
"2-3 pickled walnuts, chopped into small cubes",pickled walnuts,2-3,,chopped into small cubes,
"12 button mushrooms, stems removed",button mushrooms,12,,stems removed,
"1.2kg/2lb 12oz well-marbled beef brisket, rolled and tied",well-marbled beef brisket,1.2 2 12,kg lb oz,rolled and tied,/
1 tbsp baking powder,baking powder,1,tbsp,,
1 tbsp red wine or sherry vinegar,red wine or sherry vinegar,1,tbsp,,
3-4 saffron strands,saffron strands,3-4,,,
"2 fennel sausages, cooked and sliced",fennel sausages,2,,cooked and sliced,
"1 red onion, peeled and sliced into rings",red onion,1,,peeled and sliced into rings,
"½ stick celery, chopped",celery,0.5,sticks,chopped,
"60g/2¼oz black raspberry liqueur, such as Chambord",black raspberry liqueur,60 2.25,g oz,,such as Chambord/
"small piece fresh coconut, chopped flesh only",fresh coconut,,small piece,chopped flesh only,
250g/10oz dried chickpeas,dried chickpeas,250 10,g oz,,/
1 tortilla flatbread,tortilla flatbread,1,,,
"4 chicory heads, halved lengthways",chicory,4,heads,halved lengthways,
3 tbsp chickpea flour (gram flour),chickpea flour,3,tbsp,,(gram flour)
"2 tbsp English mustard, plus extra for brushing",English mustard,2,tbsp,,plus extra for brushing
150ml/5fl oz veal stock,veal stock,150 5,ml fl oz,,/
"2 pickled chillies, finely chopped, or 1 fresh green chilli, finely chopped",pickled chillies,2,,finely chopped,"or 1 fresh green chilli, finely chopped"
"1 red onion, cut into rings rings",red onion,1,,cut into rings rings,
400g/14oz sweet pastry,sweet pastry,400 14,g oz,,/
"1 small shallot, peeled and finely chopped",shallot,1,small,peeled and finely chopped,
100ml/3&frac12fl; oz ready-made cheese sauce,ready-made cheese sauce,100 3.5,ml fl oz,,; /
"4 whole mackerel, heads and guts removed, de-boned (you can ask your fishmonger to do this for you)",whole mackerel,4,,heads and guts removed,de-boned (you can ask your fishmonger to do this for you)
1 punnet of strawberries,punnet of strawberries,1,,,
"small handful chives, chopped, to garnish",chives,,small handful,chopped,to garnish
"1 orange, juice and peel only, white pith removed, peel sliced into long thin strips",orange,1,,"white pith removed, peel sliced into long thin strips",juice and peel only
dash herb oil (optional),herb oil,,dash,,(optional)
25g/½oz butter,butter,25 0.5,g oz,,/
2 litres/3½ pints chicken or beef stock,chicken or beef stock,2 3.5,litre pint,,/
350g/13oz minced chicken,chicken,350 13,g oz,minced,/
"2 kaffir lime leaves, in fine julienne",kaffir lime leaves,2,,in fine julienne,
"150g/5½oz pork belly, coarsely minced",pork belly,150 5.5,g oz,coarsely minced,/
"450g/1lb pastry cream (crème patissière), at room temperature (see Top recipe tip below)",pastry cream,450 1,g lb,at room temperature,"(crème patissière), (see Top recipe tip below) /"
4 x 150–200g/5½oz–7oz iberico pork steaks,iberico pork steaks,4 x 150-200 5.5-7,g oz oz,,/
"25g/1oz pistachio nibs, chopped",pistachio nibs,25 1,g oz,chopped,/
"small handful roasted peanuts, chopped (optional garnish)",roasted peanuts,,small handful,chopped,(optional garnish)
"2 tbsp amaretti biscuits, crushed",amaretti biscuits,2,tbsp,crushed,
50ml/2fl oz soured cream,soured cream,50 2,ml fl oz,,/
2½ tbsp Chardonnay vinegar,Chardonnay vinegar,2.5,tbsp,,
50g/2oz sultanas,sultanas,50 2,g oz,,/
tsp salt,salt,,tsp,,
100g/3½oz pot barley,pot barley,100 3.5,g oz,,/
1 small handful roasted salted cashew nuts,roasted salted cashew nuts,1,small handful,,
500g/1lb 2oz white bread flour,white bread flour,500 1 2,g lb oz,,/
"200g/7oz cooking chorizo, roughly chopped",cooking chorizo,200 7,g oz,roughly chopped,/
"150g/5½oz carrots, cut into 7cm/2¾in batons",carrots,150 5.5,g oz,cut into 7 cm / 2.75 in batons,/
"50g/2oz butter, melted, plus extra for greasing",butter,50 2,g oz,melted,plus extra for greasing/
"2.5cm/1in piece galangal, peeled and chopped (if available)",galangal,2.5 1,cm in piece,peeled and chopped,/ (if available)
"1 small (or ½ large) butternut squash, peeled, deseeded, cut into small cubes",butternut squash,1 0.5,small large,"peeled, deseeded, cut into small cubes",(or)
"100g/3½oz Swiss chard, boiled, squeezed of water and chopped",Swiss chard,100 3.5,g oz,"boiled, squeezed of water and chopped",/
"1 garlic clove, crushed",garlic,1,clove,crushed,clove
"100g/3½oz feta cheese, broken into pieces",feta cheese,100 3.5,g oz,broken into pieces,/
"½ ripe mango, peeled, stone removed and flesh chopped",ripe mango,0.5,,"peeled, stone removed and flesh chopped",
"1 oz (25 g) parmesan (Parmigiano Reggiano), finely grated",parmesan,1 25,oz g,finely grated,() (Parmigiano Reggiano)
"100g/4oz chopped white vegetables, such as white of leeks, fennel and onion","white vegetables, leeks",100 4,g oz,chopped,"such as white of, fennel and onion /"
8g dried active yeast,dried active yeast,8,g,,
50ml/2floz brandy,brandy,50 2,ml floz ,,/
"150g/5oz fresh porcini mushrooms, thickly sliced",fresh porcini mushrooms,150 5,g oz,thickly sliced,/
"5 sprigs fresh thyme, leaves only",fresh thyme,5,sprigs,,leaves only
