input,name,quantity,unit,size,preparation,comment,purpose
"½ green chilli, seeds removed, finely chopped",,,,,,,
"olive oil, to cover a small pan",,,,,,,
"2 kiwi fruit, peeled",,,,,,,
250g/9oz readymade puff pastry,,,,,,,
1 litre/1¾ pints chicken stock,,,,,,,
200g/7¼oz fresh redcurrants,,,,,,,
70g/2½oz pea shoots (optional),,,,,,,
1 mango,,,,,,,
4 tbsp peanut oil or sunflower oil,,,,,,,
"½ tsp fresh thyme leaves, chopped",,,,,,,
"1 tbsp mint, finely chopped",,,,,,,
6 tbsp rock salt,,,,,,,
1 tsp kosher salt or sea salt,,,,,,,
4 tsp warm water,,,,,,,
600g/1lb 5oz burrata mozzarella cheese,,,,,,,
"300g/11oz celeriac, peeled and chopped",,,,,,,
"3 limes, zest only, plus extra limes for garnish",,,,,,,
200g/7oz canned chickpeas,,,,,,,
"1 small handful mint leaves, roughly chopped",,,,,,,
"1 tomato, top cut off, flesh scooped out",,,,,,,
"crystallised orange zest (thin strips of blanched zest, dipped in beaten egg white then in caster sugar and left in a cool dry place to harden)",,,,,,,
1 small bulb fennel,,,,,,,
"2cm/1in root ginger, peeled, thinly sliced",,,,,,,
"1 mango, cut in half, flesh scored, turned inside out",,,,,,,
"3 ready-to-bake panini, baguettes, ciabatta or 1 large focaccia (approximately 18cm/7in x 30cm/12in or 30cm/12in diameter round, sliced through the middle)",,,,,,,
"2 Scotch Bonnet chillies, seeds removed, halved",,,,,,,
100g/3½ oz strawberry jam,,,,,,,
"75g/3oz barley or rye flakes (optional, you can always add more oats instead)",,,,,,,
"100g/4oz carrots, sliced",,,,,,,
"85g/3oz rice noodles, cooked according to packet instructions, drained",,,,,,,
"2.25kg/5lb closed cup mushrooms, sliced",,,,,,,
"1 large bunch fresh basil, leaves only",,,,,,,
10g/¼oz cocoa powder,,,,,,,
1 small glass of vodka,,,,,,,
455ml/16flo oz chicken stock,,,,,,,
"½ Bramley cooking apple, cored and chopped but not peeled",,,,,,,
100g/3½oz mixed candied peel,,,,,,,
1 tbsp 2.5cm/1in chopped chives,,,,,,,
½ tsp vanilla paste,,,,,,,
85g/3oz milk chocolate,,,,,,,
120ml/4fl oz brandy or whisky,,,,,,,
"6 celery sticks, chopped",,,,,,,
"125g/4oz uncoloured marzipan, grated",,,,,,,
1.35kg/3lb oven-ready fresh chicken,,,,,,,
"350g/12oz fresh pea pods, shelled, shells reserved (use the shells for the stock and the peas for the purée and vegetables)",,,,,,,
2 tbsp lemon juice or more,,,,,,,
1 bunch baby carrots,,,,,,,
"500g/1lb 1½oz spinach leaves, washed",,,,,,,
"½ red pepper, seeds removed, thinly sliced",,,,,,,
"5kg/11lb double breast turkey joint, boned, butterflied, with skin left on",,,,,,,
160g/5½oz blanched almonds,,,,,,,
1 tbsp palm sugar (or brown sugar),,,,,,,
100g/3½oz cooked broad beans,,,,,,,
1 large handful fresh basil leaves,,,,,,,
"200g/7oz mushrooms, sliced, fried in butter until golden-brown",,,,,,,
"1 garlic bulb, cloves peeled and crushed",,,,,,,
"2 black cardamoms, crushed",,,,,,,
"½ mango, peeled and cut into small cubes",,,,,,,
"1 tsp olive oil, plus spray oil for frying",,,,,,,
"110g/4oz flour, plus 75g/3oz extra for coating",,,,,,,
50g/1¾oz dried white breadcrumbs,,,,,,,
"1 medium red onion, sliced",,,,,,,
"175g/6oz icing sugar, sieved",,,,,,,
"75g/2½oz dried dates, finely chopped",,,,,,,
"250g/9oz carrots, cut into 5cm/2in pieces",,,,,,,
"2 x 375g/13oz tins flageolet beans, drained and rinsed",,,,,,,
½ onion,,,,,,,
"100g/3½oz parmesan (or a similar vegetarian hard cheese), grated",,,,,,,
"1-2 tbsp, soy sauce",,,,,,,
"½ leaf gelatine, soaked in a bowl of water",,,,,,,
"4 tbsp coconut oil, melted",,,,,,,
"2 asparagus spears, chargrilled, chopped",,,,,,,
350g/12oz pork sausage meat,,,,,,,
"2 small red onions, thinly sliced",,,,,,,
50g/1¾oz plain flour,,,,,,,
"3 tbsp caperberries, rinsed",,,,,,,
"1 medium butternut squash, sliced in half lengthways, seeds discarded",,,,,,,
400g/14oz tin of plum tomatoes,,,,,,,
"100g/3½oz walnuts,chopped",,,,,,,
"2 lemon grass stalks, roughly flattened with a rolling pin",,,,,,,
"½ ripe avocado, stone removed",,,,,,,
small bunch of parsley,,,,,,,
50g/2oz dried cep or porcini mushrooms,,,,,,,
"75g/3oz mature cheddar, broken into chunks",,,,,,,
"300g/10½oz wholewheat flour, plus extra for dusting",,,,,,,
"75g/2¾oz pitted black olives in oil, drained and halved",,,,,,,
"small handful nuts, such as flaked almonds, pine nuts, or pistachios",,,,,,,
10 large egg yolks,,,,,,,
50g/1¾oz caster sugar (optional),,,,,,,
"1oz/25g walnuts, roughly chopped",,,,,,,
150g/5½oz cocoa powder,,,,,,,
110g/4oz soft cheese,,,,,,,
"150g/5½oz milk chocolate, broken into pieces",,,,,,,
50g/1¾oz panko breadcrumbs,,,,,,,
2 tbsp American-style mustard,,,,,,,
"gravy, to serve",,,,,,,
500g/1lb 2oz leftover pulled pork or shredded belly pork,,,,,,,
4 x 200g/7oz swordfish steaks,,,,,,,
"1 small carrot, quartered lengthways",,,,,,,
"4 skinless, boneless chicken breasts",,,,,,,
2 small goats cheese crottin or something similar (approximately 100g/3½oz),,,,,,,
"110g/4oz butter, chilled, diced",,,,,,,
4 tbsp sesame oil,,,,,,,
"8 fresh field mushrooms, stalks removed",,,,,,,
extra lime juice,,,,,,,
250ml/8fl oz limoncello,,,,,,,
"50g/1¾oz capers, rinsed",,,,,,,
50g/1¾oz sea salt,,,,,,,
1kg/2lb 4oz preserving sugar,,,,,,,
1 tbsp mustard oil,,,,,,,
125g/4½oz soft light brown sugar,,,,,,,
"1 lemongrass stalk, bruised",,,,,,,
"5 garlic cloves, chopped",,,,,,,
600ml/1 pint full-fat milk,,,,,,,
"½ pear, sliced",,,,,,,
"½ leek, diced",,,,,,,
700g/1½lb frozen mixed summer berries,,,,,,,
"150g/5oz raw beetroot, peeled",,,,,,,
5 eggs,,,,,,,
750g/1lb 10oz ramen noodles (alternatively use udon noodles),,,,,,,
2 tbsp snipped fresh chives,,,,,,,
300ml/10½fl oz white wine vinegar,,,,,,,
"½ tomato, sliced",,,,,,,
100ml/3½fl oz chicken stock (vegetarians can substitute with vegetable stock),,,,,,,
"1 tsp honey, preferably raw honey (available from health food stores)",,,,,,,
"ladle warm ham stock, from cooking or from a cube",,,,,,,
600ml/20fl oz milk,,,,,,,
"1 red chilli, deseeded and chopped",,,,,,,
100g/3½oz pepperoni slices,,,,,,,
3 tbsp crushed peanuts,,,,,,,
"4 skinless chicken breasts, wing bone left in (ask your butcher to do this for you)",,,,,,,
3 tbsp vegetable stock (from a cube),,,,,,,
"¼ red chilli, finely chopped",,,,,,,
50g/1¾oz redcurrants,,,,,,,
300g/10½oz chickpea flour,,,,,,,
1–2 tbsp demerara sugar,,,,,,,
250ml/8fl oz chicken or beef stock,,,,,,,
Red shisho cress,,,,,,,
"½ bunch rosemary, tied with string",,,,,,,
"100g/3½oz plain chocolate (minimum 70% cocoa solids), broken into pieces",,,,,,,
75g/3oz currants,,,,,,,
"2kg/4lb 8oz loin of pork, skin removed",,,,,,,
65g/2¼oz tapioca flour,,,,,,,
plus extra for greasing,,,,,,,
large handful of fresh breadcrumbs,,,,,,,
2 slices cheddar cheese,,,,,,,
"2cm/1in piece fresh root ginger, grated",,,,,,,
"1½ oz/40g unsalted cashew nuts, halved",,,,,,,
"50g/2oz Parma ham or cooked ham, finely shredded",,,,,,,
"115g/4oz pork rind, patted dry and cut into small pieces",,,,,,,
250ml/9fl oz cider,,,,,,,
1 tbsp rolled oats,,,,,,,
"75g/3oz butter, at room temperature",,,,,,,
"1 large handful fresh flatleaf parsley, roughly chopped",,,,,,,
"6 potatoes, cut into 1cm/½ in slices",,,,,,,
"140g/5oz potatoes, finely",,,,,,,
"4 chicken breasts, preferably free-range, skin removed",,,,,,,
"2.5cm/1in piece of fresh root ginger, finely chopped",,,,,,,
"2 tbsp garlic, coarsely chopped",,,,,,,
"2-3 dried chillies, to taste, finely sliced",,,,,,,
"150g/5oz piece thickly carved ham, cut into 2cm chunks",,,,,,,
2 x 150g/5½oz bacon chops,,,,,,,
"20g/¾oz ginger, finely grated",,,,,,,
"1 Cos lettuce, washed and leaves separated",,,,,,,
50g/1¾oz tomato purée,,,,,,,
500ml/18fl oz dark chicken stock,,,,,,,
"4 anchovy fillets, sliced into 3",,,,,,,
"5 onions, sliced",,,,,,,
700g/1lb 9oz potatoes,,,,,,,
"small bunch tarragon, roughly chopped",,,,,,,
"100g/3½oz spinach, blanched",,,,,,,
75g/2½oz shelled (unsalted) pistachios,,,,,,,
2 handfuls of tayberries (Scottish if possible),,,,,,,
"1 green chilli, finely chopped",,,,,,,
"5 fresh basil leaves, torn",,,,,,,
110g/4oz butter softened,,,,,,,
couple squidges of honey,,,,,,,
50ml/2oz sherry vinegar,,,,,,,
"black olives, stoned",,,,,,,
"150g/5½oz very fresh sea bass fillet, skin removed, thinly sliced",,,,,,,
"cold water, to cover",,,,,,,
"50g/2oz apple, peeled, core removed, chopped",,,,,,,
2 slices good-quality sourdough bread,,,,,,,
1 tbsp light soy sauce,,,,,,,
"1 lemon, rind only",,,,,,,
"5cm/2½in piece ginger, peel only",,,,,,,
50g/1¾oz grated parmesan or pecorino,,,,,,,
"1 onion, studded with 3 cloves",,,,,,,
250ml/9fl oz passata (sieved tomatoes),,,,,,,
"3 pears, peeled, cored and quartered",,,,,,,
1 handful fresh coriander,,,,,,,
"groundnut oil, for deepfrying",,,,,,,
25 sage leaves,,,,,,,
"1 duck breast, marinated in Hoisin sauce and five spice",,,,,,,
8Â cherry tomatoes,,,,,,,
"1 chicory head, shredded",,,,,,,
5 slices galangal,,,,,,,
"1 x 1.5kg/3lb 5oz chicken, giblets removed, jointed into 8 pieces",,,,,,,
"1 pear, peeled, cored, finely chopped",,,,,,,
2 tbsp very finely chopped fresh chives,,,,,,,
375g/13oz lemon curd,,,,,,,
"225g/8oz boneless, skinless chicken breasts, cut into thin strips",,,,,,,
340ml/12fl oz double cream,,,,,,,
500g/1lb 2oz plain Greek-style yoghurt,,,,,,,
10g/½oz dried fennel seed,,,,,,,
48 small chocolate balls,,,,,,,
1 x 250g/9oz tin of vanilla flavoured chestnut spread (such as Creme de Marrons de L’Ardeche),,,,,,,
"small knob galangal root, finely grated (you can use fresh root ginger if galangal is not available)",,,,,,,
"200g/7oz piquillo peppers, thickly sliced",,,,,,,
600ml/1 pint 1½fl oz double cream,,,,,,,
35g/1¼oz gram flour,,,,,,,
650ml/22fl oz full-fat milk,,,,,,,
"450g/16oz fresh fruit, such as strawberries",,,,,,,
ground cinnamon or Calvados,,,,,,,
85g/3oz chopped gherkins,,,,,,,
1 tsp clear pear juice,,,,,,,
"300g/10½oz dark chocolate, broken into chunks",,,,,,,
3 tbsp finely grated orange zest,,,,,,,
"450g/1lb boneless chicken breasts, skinned",,,,,,,
12 small strawberries,,,,,,,
small handful plain flour,,,,,,,
"6 large sage leaves, chopped",,,,,,,
"1 small handful pine nuts, toasted",,,,,,,
150g/5oz plain wholemeal flour,,,,,,,
"4 skinless, boneless chicken breasts about 150g/5½oz each",,,,,,,
½ beef tomato,,,,,,,
"200g/7oz assorted Italian cold meats (for example: salami, prosciutto, speck)",,,,,,,
"20 garlic cloves, peeled",,,,,,,
850g/1lb 14oz ready-made jam-filled Swiss roll,,,,,,,
"300g/10½oz pollock fillet, skin removed, cut into chunks",,,,,,,
"2 tsp fennel seeds, 1 tsp ground and 1 left whole",,,,,,,
45g/1¾oz self-raising flour,,,,,,,
"1 vanilla pod, seeds only (or 2 tsp vanilla extract)",,,,,,,
50ml/2fl oz English mead,,,,,,,
"2 whole mackerel, filleted, pin bones removed",,,,,,,
300g/10½oz leftover Christmas pudding,,,,,,,
3 tbsp milk,,,,,,,
"200g/7oz dates, roughly chopped",,,,,,,
"400g/14oz butter, softened",,,,,,,
50ml/2fl oz malt vinegar,,,,,,,
"6 large, firm pears (preferably ones that are straight and tall)",,,,,,,
"1 tbsp chopped, fresh sage",,,,,,,
"2 tbsp flaked almonds, toasted, to serve",,,,,,,
"500ml/18fl oz stock, made from a stock cube (ideally beef, but chicken is fine)",,,,,,,
250ml/9fl oz sparkling water,,,,,,,
"1 punnet redcurrants, stalks removed",,,,,,,
"caster sugar, to sprinkle on the baking parchment",,,,,,,
"1 banana shallot, finely diced",,,,,,,
450g/1lb fresh white fish fillets such as sole or plaice,,,,,,,
"2 slices bread, toasted",,,,,,,
75ml/2¾oz Madeira wine,,,,,,,
4 tbsp fresh flatleaf parsley,,,,,,,
1 tsp olive oil,,,,,,,
1 tsp ground white pepper,,,,,,,
"4 large garlic cloves, thinly sliced",,,,,,,
1 tbsp Madras curry powder,,,,,,,
1 x 400ml tin coconut milk,,,,,,,
"2 red chillies, seeds removed",,,,,,,
140ml/5fl oz milk,,,,,,,
"2kg/4lb 8oz waxy maincrop potatoes, such as Cyprus",,,,,,,
500g/1lb 2oz medium-sized rhubarb,,,,,,,
85g/3oz creamed coconut,,,,,,,
2–4 free-range eggs,,,,,,,
400g tin tomatoes,,,,,,,
100g/3½oz plain wholemeal flour,,,,,,,
"225g/8oz unsalted butter, room temperature",,,,,,,
"450ml/16fl oz chicken, beef or lamb stock",,,,,,,
"100g/3½oz butter beans from a can, rinsed and drained",,,,,,,
1 tsp white sugar,,,,,,,
"1kg/2¼lb onions, roughly chopped",,,,,,,
30g/1¼oz clear honey,,,,,,,
"½ courgette, sliced thickly",,,,,,,
"2g mixed dried parsley, dill and chives",,,,,,,
2 tbsp clear rice vinegar or cider vinegar,,,,,,,
1 tsp creamed horseradish (from a jar),,,,,,,
3 tbsp ready-made mayonnaise,,,,,,,
"150g/5oz semi-cured chorizo, finely diced",,,,,,,
1 tbsp oil,,,,,,,
"2-3 large courgettes, trimmed, thinly sliced using a mandoline",,,,,,,
log soft goats' cheese rolled in herbs,,,,,,,
"butter, to grease pan",,,,,,,
1 tsp sugar,,,,,,,
"1 avocado, peeled, stone removed, roughly chopped",,,,,,,
"100g/3½oz frozen soya beans, defrosted",,,,,,,
½ level tsp ground ginger,,,,,,,
400g/14oz white miso paste,,,,,,,
"400-500g/14oz-1lb 2oz leftover roast lamb, leftover gravy and fat from the roasting tin",,,,,,,
handful micro coriander cress,,,,,,,
"8 ripe apricots, halved and stoned",,,,,,,
2 tbsp vindaloo spice mix (from above),,,,,,,
"1 orange, finely grated rind and juice",,,,,,,
"75g/3oz blanched almonds, chopped",,,,,,,
"4 raw king prawns, shell and head on",,,,,,,
"1 free-range egg white, beaten with a pinch of cornflour, for sticking the wontons together",,,,,,,
1 x 500g/17oz tub Greek-style yoghurt,,,,,,,
"125g/4oz butter, melted",,,,,,,
½ tsp pepper,,,,,,,
"1½cm/¾in root ginger, peeled",,,,,,,
"450/1lb good quality beef, such as skirt",,,,,,,
"1 apple, peeled, cored and cut into 8 slices",,,,,,,
"1 red pepper, de-seeded and chopped",,,,,,,
"1 head garlic, separated into cloves, each peeled",,,,,,,
20 drops pure stevia extract (available from health food stores),,,,,,,
"350g/12¼oz onions or shallots, peeled, cut in half, thinly sliced",,,,,,,
50g/2oz feta cheese,,,,,,,
2 handfuls fresh baby spinach,,,,,,,
1 x 5kg/11lb goose,,,,,,,
"4 radishes, sliced",,,,,,,
"2-3 whole dried red chillies, broken into pieces",,,,,,,
"½ large onion, finely diced",,,,,,,
110g/4 oz plain flour,,,,,,,
100g/3½oz broad beans,,,,,,,
"2 eating apples, peeled, cored, finely chopped",,,,,,,
"550g/1lb 4oz self-raising flour, sifted",,,,,,,
400ml/14floz chicken stock,,,,,,,
1 x 450g/1lb bag baby potatoes,,,,,,,
"1 medium sweet potato (approximately 300g/10½oz), peeled, cut into chunks",,,,,,,
"1 free-range hard-boiled egg, peeled",,,,,,,
"75g/2½oz softened butter, cubed",,,,,,,
20 green olives,,,,,,,
"6 garlic cloves, skin on, smashed",,,,,,,
"1 lemon, juice and finely sliced rind only",,,,,,,
silverskin pickled onions,,,,,,,
"½ red chilli, seeds removed, finely sliced",,,,,,,
"½ garlic clove, crushed",,,,,,,
"400ml/14fl oz stock (made from stock cube. Ideally beef, but any will do)",,,,,,,
"1 small Bramley apple, halved, cores removed",,,,,,,
"200g/7oz fresh spaghetti, cooked",,,,,,,
6 large tomatoes,,,,,,,
275ml/10fl oz full-fat milk,,,,,,,
70g/2½oz coconut butter,,,,,,,
"1 boneless, skinless chicken breast, roughly chopped",,,,,,,
a good pinch of celery salt,,,,,,,
"3 tbsp apricot jam, warmed in a small saucepan",,,,,,,
40g/1½ plain flour,,,,,,,
"1 large green chilli, seeds removed and finely chopped",,,,,,,
"3 baby fennel bulbs, chopped",,,,,,,
"2 apples (of your choice), quartered, cored and thinly sliced",,,,,,,
200g/7oz chapati flour,,,,,,,
"1 tbsp allspice berries, crushed",,,,,,,
4 tbsp ground ginger,,,,,,,
"100g/3½oz walnut halves, shells removed",,,,,,,
"3 black cardamom pods, left whole",,,,,,,
"handful coriander, chopped",,,,,,,
"2 unwaxed lemons, grated zest only",,,,,,,
leaves from 14 tea bags,,,,,,,
"coriander and marjoram, chopped, to serve",,,,,,,
1 bottle lemon oil,,,,,,,
"400g/14oz can chopped tomatoes, drained of excess juice",,,,,,,
"600g/1lb 5oz mascarpone cheese, at room temperature",,,,,,,
½ tsp English mustard,,,,,,,
"handful peanuts, skin-on if possible",,,,,,,
55g/2oz fresh or frozen (defrosted) peas,,,,,,,
"2 slices ham, trimmed to fit bread",,,,,,,
½ can of tinned prunes with juice,,,,,,,
300g/10½ mushrooms,,,,,,,
"small bunch fresh coriander, leaves roughly chopped",,,,,,,
1 tbsp ground mace or nutmeg,,,,,,,
1 pinch fresh ground pepper,,,,,,,
"4 long, thin-skinned purple aubergines (alternatively use the ordinary plump, pear-shaped variety available from most supermarkets)",,,,,,,
3 tbsp cream cheese,,,,,,,
2 tbsp chopped capers,,,,,,,
1 tbsp pomace oil or good quality olive oil,,,,,,,
1 short length of juniper branch,,,,,,,
"1 bunch asparagus (about 8-10 spears), woody ends trimmed and peeled",,,,,,,
"2 sticks celery, cut in half lengthways then widthways",,,,,,,
"450g/1lb prepared weight pumpkin flesh, cut into 1in/2.5 cm chunks",,,,,,,
soured cream,,,,,,,
"1 Romaine lettuce, cut into quarters",,,,,,,
500g/1lb 2oz ready-made shortcrust pastry,,,,,,,
"½ red pepper, chopped",,,,,,,
"30g/1oz Sardinian ricotta mustia (available from Italian delicatessens) or a similar salted, lightly smoked soft cheese or a soft goats’ cheese",,,,,,,
85g/3oz polenta (not quick-cook),,,,,,,
"250g/9oz Royal Gala apples, peeled, cored and cut into large chunks",,,,,,,
"½ leek, finely sliced",,,,,,,
"2 large floury potatoes, such as Maris Piper, sliced into 1cm/½in-thick discs",,,,,,,
65g/2¼oz icing sugar,,,,,,,
"300g/10oz semi-cured chorizo, chopped",,,,,,,
"2 plain ready-made croissants, split open lengthways",,,,,,,
"large pinch saffron strands, soaked in 50ml/2fl oz boiling water",,,,,,,
250g/9oz very soft butter,,,,,,,
1 tbsp ready-made jerk seasoning paste,,,,,,,
mixed fresh berries,,,,,,,
4 tbsp cold water,,,,,,,
2 tbsp grated Parmesan cheese,,,,,,,
"20 leaves fresh mint, finely chopped",,,,,,,
"5cm/2in piece of galangal, grated",,,,,,,
"½ head celery with leaves, sliced",,,,,,,
1 yellow pepper,,,,,,,
"4 x 150g-200g/5½-7oz hake fillets, skin on",,,,,,,
blackcurrant purée (see above),,,,,,,
100g/3½fl oz dark brown soft sugar,,,,,,,
"125ml/4fl oz good quality extra virgin olive oil, preferably Spanish",,,,,,,
"½ butternut squash, peeled and chopped",,,,,,,
"6 free-range eggs, 4 whole, 2 yolks only",,,,,,,
"340g/12oz tin corned beef, broken into large chunks",,,,,,,
"2 pineapple rings, from a tin",,,,,,,
1 tbsp limoncello (alternatively use lemon juice),,,,,,,
½ tsp ground paprika,,,,,,,
½ romaine lettuce heart,,,,,,,
"500g/18oz fine green beans, stalk ends removed",,,,,,,
plain white rice,,,,,,,
500ml/18fl oz egg whites,,,,,,,
500ml/17fl oz vegetable oil,,,,,,,
"4 x 150g/5oz wild sea trout fillets, skin scored with a sharp knife",,,,,,,
50g/2oz mayonnaise,,,,,,,
4 chicken livers,,,,,,,
2 tbsp demerera (or light brown) sugar,,,,,,,
20 chicken wings,,,,,,,
"1 aubergine, cut into chunks and griddled",,,,,,,
110g/4oz samphire,,,,,,,
"100g/3½oz barley, rinsed",,,,,,,
2 beef short ribs,,,,,,,
"½ butternut squash, par-boiled for 5 minutes and drained, cut into pieces",,,,,,,
"1 tbsp chopped fresh coriander (stem, stalk and leaves)",,,,,,,
"200g/7oz couscous, cooked according to packet instructions",,,,,,,
"340g/12oz plain flour, plus extra for dusting",,,,,,,
"2 green chillies, crushed",,,,,,,
"3 free-range eggs, lightly whisked",,,,,,,
"1 tbsp flaked almonds, lightly toasted",,,,,,,
"1 whole monkfish tail, cut into large chunks",,,,,,,
"450g/1lb canned chickpeas, drained and rinsed",,,,,,,
"2.5cm/1in piece fresh ginger, peeled and chopped",,,,,,,
"350g/12oz smoked bacon rashers, halved",,,,,,,
"2 large/3 medium King Edward potatoes, scrubbed",,,,,,,
300ml/10½fl oz water,,,,,,,
1 tsp garam masala,,,,,,,
2 avocadoes,,,,,,,
"110g/4oz mushrooms, thinly sliced",,,,,,,
gravy,,,,,,,
pinch cumin,,,,,,,
"2 tomatoes, skinned, seeds removed, diced",,,,,,,
170g/5¾oz soft light brown sugar,,,,,,,
"¼ white radish, coarsley grated",,,,,,,
1½ tbsp white miso paste,,,,,,,
½ tsp roughly chopped fresh rosemary leaves,,,,,,,
2 tbsp melted chocolate,,,,,,,
"55g/2oz parmesan cheese, grated",,,,,,,
"2 tbsp groundnut oil, plus extra if necessary",,,,,,,
"300ml/10fl oz double cream, softly whipped",,,,,,,
"300ml/10fl oz whipping cream, whipped until soft peaks form when the whisk is removed",,,,,,,
"1 banana shallot, peeled and halved",,,,,,,
"2 king prawns, peeled, deveined and chopped",,,,,,,
"300ml/10½fl oz vegetable oil, for deep-frying",,,,,,,
175g/6oz self-raising flour (white or wholemeal),,,,,,,
"4 tomatoes, cut into eighths",,,,,,,
"1 apple, diced",,,,,,,
"5 garlic cloves, crushed",,,,,,,
"2 bunches spring onions, thinly sliced",,,,,,,
1½ tsp sherry vinegar,,,,,,,
muslin to make the elderflower infusion,,,,,,,
fresh ground black pepper,,,,,,,
"300g/11oz January King cabbage, thinly sliced",,,,,,,
350ml/12fl oz white wine vinegar,,,,,,,
400g/14oz venison loin,,,,,,,
3 large garlic cloves,,,,,,,
"1 cabbage, cut into chunky pieces including the core",,,,,,,
fresh clotted cream,,,,,,,
"4 garlic cloves, very finely chopped",,,,,,,
"4 sprigs of mint, to serve",,,,,,,
1 punnet of raspberries,,,,,,,
"200g/7oz fresh root ginger, thinly sliced",,,,,,,
2 pig’s ears,,,,,,,
100g/3½oz blackberries,,,,,,,
150ml/5fl oz tomato passata,,,,,,,
50g/2 oz plain flour,,,,,,,
"100g/3½oz milk chocolate, 46% minimum cocoa solids",,,,,,,
Cape gooseberries (optional),,,,,,,
"300g/10½oz cooked beetroot, sliced",,,,,,,
"150g/5oz pancetta, cubed",,,,,,,
"1kg/2lb 4oz ripe tomatoes, chopped",,,,,,,
50g/1¾oz crunchy peanut butter,,,,,,,
300g/10½oz minced goat,,,,,,,
"salt, to stand the shells on",,,,,,,
500g/1lb 2oz pork spare ribs,,,,,,,
small knob fresh root ginger,,,,,,,
"200g/7oz chorizo, cut into chunks",,,,,,,
"375g/13oz salmon fillets, diced into 1cm/½in pieces",,,,,,,
"1 chicken breast, cut into 6 strips and marinated with 1 clove of chopped garlic, olive oil and chopped fresh thyme",,,,,,,
"1 bird's-eye chilli, seeds removed, chopped",,,,,,,
"30g/1oz roasted red pepper from a jar (not in oil), drained, sliced",,,,,,,
or 150g/5oz desiccated coconut,,,,,,,
85g/3oz frozen peas,,,,,,,
1 tsp medium curry powder,,,,,,,
2 heaped tsp ground coriander,,,,,,,
"½ lemon, strips of zest only",,,,,,,
300ml/10½fl oz beef jus (or good-quality beef stock),,,,,,,
"2 tbsp water, to mix with jam",,,,,,,
110ml/4fl oz beer,,,,,,,
"225g/8oz butter, cut into pieces",,,,,,,
"small handful fresh tarragon, half left as sprigs, half finely chopped",,,,,,,
"1 large Spanish onion, finely diced",,,,,,,
"8 ice cubes, plus extra to serve",,,,,,,
"1 head red radicchio, leaves separated",,,,,,,
1 litre/1 pint 15fl oz chicken stock,,,,,,,
1 handful blackcurrants,,,,,,,
"300g/11oz canned peeled tomatoes, chopped",,,,,,,
1 tsp ground cardamom (seeds from 30 green pods),,,,,,,
400ml/14fl oz red wine (see tip),,,,,,,
"5cm/2in piece ginger, peeled and roughly chopped",,,,,,,
50g/2oz soft light brown sugar,,,,,,,
800g/1lb 12 oz boneless chicken legs or breasts,,,,,,,
"1 lemon, peel only",,,,,,,
8 tbsp extra virgin olive oil,,,,,,,
4 tbsp Japanese breadcrumbs (available from Asian grocers),,,,,,,
"400g tin red kidney beans, rinsed and drained",,,,,,,
"1 cucumber, peeled, halved lengthways and deseeded",,,,,,,
1 nest dried egg noodles,,,,,,,
"100g/3½oz ready-made Christmas pudding, cooked and broken up into pieces",,,,,,,
500ml/18fl oz lamb or chicken stock,,,,,,,
small handful of rosemary needles,,,,,,,
"1 tbsp pine nuts, lightly toasted in a pan",,,,,,,
"4 rainbow trout, filleted",,,,,,,
4 sprigs thyme,,,,,,,
2 eggs,,,,,,,
10g/½oz fresh parsley,,,,,,,
3 cassia leaves,,,,,,,
1 tbsp pine kernels,,,,,,,
175g/6oz baking spread,,,,,,,
"1 pomegranate, seeds removed",,,,,,,
"1 large, thin-skinned orange",,,,,,,
250ml/9fl oz chicken stock or water,,,,,,,
"1 pink grapefruit, zest finely grated and fruit segmented, juice reserved",,,,,,,
40g/1½oz banana shallots,,,,,,,
"370g/13oz plain flour, plus extra for dusting",,,,,,,
"1 tbsp finely chopped parsley, to serve",,,,,,,
"500ml/17fl oz red wine (something light, for example pinot noir)",,,,,,,
"100g/3½oz cooked and peeled chestnuts, finely chopped",,,,,,,
"small handful of coriander, chopped",,,,,,,
6 thin slices mango,,,,,,,
3 mini-pitta breads,,,,,,,
"½ fennel bulb, trimmed and sliced",,,,,,,
½ handful chopped parsley,,,,,,,
4 small lamb shanks,,,,,,,
"400g/14oz plain, milk, or white chocolate cigarillos (about 75–80 in total)",,,,,,,
"500g/1lb 2oz beef rump steak, cut into 2.5cm/1in cubes, rinsed",,,,,,,
"handful seedless grapes, halved",,,,,,,
"150g/5oz chilled butter, cut into pieces",,,,,,,
"225g/8oz firm plums, halved, stones removed",,,,,,,
2 tbsp finely sliced mint,,,,,,,
"20g fresh root ginger, peeled and finely chopped",,,,,,,
25g/1oz pecan nuts,,,,,,,
"200g/7oz leeks, trimmed, washed, drained, roughly chopped",,,,,,,
1½ tsp cumin seeds,,,,,,,
"4 savoury muffins, warmed in the oven (optional)",,,,,,,
"1 x 2kg/4lb 8oz duck, back bone removed, flattened",,,,,,,
"1 handful iceberg lettuce, shredded, to serve",,,,,,,
1½ tbsp finely shredded fresh root ginger,,,,,,,
"150g/5½oz ghee, melted, or vegetable oil",,,,,,,
3 tbsp minced fresh ginger,,,,,,,
1kg/2lb 3oz live mussels,,,,,,,
50g/1½oz ready-made sponge fingers,,,,,,,
pickled red cabbage,,,,,,,
8 rashers pancetta or streaky bacon,,,,,,,
750ml/1 pint 6 fl oz hot milk (see tip),,,,,,,
"150g/5oz asparagus, cut into 3cm/1¼in pieces",,,,,,,
