input,quantity,unit,item,comment
0.25 cup soy sauce,0.25,cup,soy sauce,
0.25 cup unsweetened rice vinegar,0.25,cup,unsweetened rice vinegar,
750 g fresh ramen noodles or 450 g dried spaghetti,750,g,fresh ramen noodles or 450 g dried spaghetti,
kosher salt,,,kosher salt,
2 tbsp unsalted butter,2,tbsp,unsalted butter,
"175 g cooked, peeled prawns",175,g,"cooked, peeled prawns",
2 tbsp olive oil,2,tbsp,olive oil,
0.25 tsp onion seeds,0.25,tsp,onion seeds,
4-6 curry leaves,4-6,,curry leaves,
115 g frozen peas,115,g,frozen peas,
115 g frozen sweetcorn,115,g,frozen sweetcorn,
"1 large courgette, sliced",1,large,courgette,sliced
"1 red pepper, deseeded and roughly diced",1,,red pepper,deseeded and roughly diced
1 tsp crushed coriander seeds,1,tsp,crushed coriander seeds,
1 tsp crushed dried red chillis,1,tsp,crushed dried red chillis,
1 tbsp lemon juice,1,tbsp,lemon juice,
"1 tbsp fresh coriander leaves, to garnish",1,tbsp,fresh coriander leaves,to garnish
1 tbsp olive oil,1,tbsp,olive oil,
"6 rashers smoked back bacon, roughly chopped",6,rashers,smoked back bacon,roughly chopped
"2 leeks, halved lengthways and finely sliced",2,,leeks,halved lengthways and finely sliced
250 g risotto rice,250,g,risotto rice,
700 ml hot chicken or vegetable stock,700,ml,hot chicken or vegetable stock,
175 g frozen peas,175,g,frozen peas,
3 tbsp soft cheese,3,tbsp,soft cheese,
zest 1 lemon,,,zest 1 lemon,
"1.8 kg (trimmed weight) beef braising steak, chopped into 3-4cm chunks, or 4x 450g packs diced beef",1.8,kg,(trimmed weight) beef braising steak,"chopped into 3-4cm chunks, or 4x 450g packs diced beef"
3 tbsp olive oil,3,tbsp,olive oil,
"1x 206 g pack cubetti di pancetta, or 180g smoked cubetti di pancetta",1x,206 g pack,cubetti di pancetta,or 180g smoked cubetti di pancetta
"2 large onions, diced",2,large,onions,diced
"2 large carrots, peeled and finely diced",2,large,carrots,peeled and finely diced
"2 large sticks celery, finely diced",2,large sticks,celery,finely diced
"5 cloves garlic, crushed",5,cloves,garlic,crushed
3 tbsp tomato puree,3,tbsp,tomato puree,
2 bay leaves,2,,bay leaves,
200 ml red wine,200,ml,red wine,
2x 400 g tins chopped tomatoes,2x,400 g tins,chopped tomatoes,
600 ml fresh beef stock,600,ml,fresh beef stock,
1 tbsp olive oil,1,tbsp,olive oil,
"2 onions, finely chopped",2,,onions,finely chopped
4 curry leaves,4,,curry leaves,
0.25 tsp onion seeds,0.25,tsp,onion seeds,
"1 green chilli, deseeded and chopped",1,,green chilli,deseeded and chopped
"4 tomatoes, sliced",4,,tomatoes,sliced
1 tsp grated fresh root ginger,1,tsp,grated fresh root ginger,
"1 clove garlic, crushed",1,clove,garlic,crushed
1 tsp chilli powder,1,tsp,chilli powder,
1 tsp ground coriander,1,tsp,ground coriander,
salt,,,salt,
"2 potatoes, diced",2,,potatoes,diced
1 tsp lemon juice,1,tsp,lemon juice,
1 tbsp chopped fresh coriander,1,tbsp,chopped fresh coriander,
4 hard boiled eggs,4,,hard boiled eggs,
100 g red split lentils,100,g,red split lentils,
"1 onion, chopped",1,,onion,chopped
2 tsp olive oil,2,tsp,olive oil,
"1 clove garlic, finely chopped",1,clove,garlic,finely chopped
2 tbsp curry paste,2,tbsp,curry paste,
"450 g sweet potatoes, peeled and cubed",450,g,sweet potatoes,peeled and cubed
"450 g floury pototoes, peeled and cubed",450,g,floury pototoes,peeled and cubed
1.2 l hot vegetable stock,1.2,l,hot vegetable stock,
2 tbsp chopped mint (optional),2,tbsp,chopped mint (optional),
142 g carton low-fat natural yoghurt,142,g,carton low-fat natural yoghurt,
"warm bread, to serve",,,warm bread,to serve
2 tsp kosher salt,2,tsp,kosher salt,
0.5 lb linguine pasta,0.5,lb,linguine pasta,
3 tbsp unsalted butter,3,tbsp,unsalted butter,
2 tbsp olive oil,2,tbsp,olive oil,
3 cloves garlic,3,cloves,garlic,
0.25 tsp crushed red pepper flakes,0.25,tsp,crushed red pepper flakes,
0.5 cup dry white wine,0.5,cup,dry white wine,
"1 lb frozen shrimp, defrosted and peeled",1,lb,frozen shrimp,defrosted and peeled
1 tsp freshly ground black pepper,1,tsp,freshly ground black pepper,
juice of 1 lemon,,,juice of 1 lemon,
"2 tbsp parsley, chopped",2,tbsp,parsley,chopped
1 tbsp vegetable oil,1,tbsp,vegetable oil,
"1x 250 g pack portobello mushrooms, cut into 1 cm slices",1x,250 g pack,portobello mushrooms,cut into 1 cm slices
"1 tbsp mild curry paste (we used Pataks), plus &frac14; tsp",1,tbsp,mild curry paste (we used Pataks),plus &frac14; tsp
"3 large cloves garlic, crushed",3,large cloves,garlic,crushed
"2 cm root ginger, finely chopped",2,cm,root ginger,finely chopped
"100 g cherry vine tomatoes, halved",100,g,cherry vine tomatoes,halved
"0.5x 30 g pack coriander, finely chopped",0.5x,30 g pack,coriander,finely chopped
50 g baby leaf spinach,50,g,baby leaf spinach,
zest and juice of &frac12; lemon,,,zest and juice of &frac12; lemon,
1x 260 g pack flame-baked naans (we used garlic and coriander),1x,260 g pack,flame-baked naans (we used garlic and coriander),
4 tbsp Greek-style natural yogurt,4,tbsp,Greek-style natural yogurt,
1 tbsp coconut oil,1,tbsp,coconut oil,
1 onion,1,,onion,
"2 cloves garlic, grated",2,cloves,garlic,grated
"thumb-sized piece ginger, grated",,thumb-sized piece,ginger,grated
2 tbsp Thai red curry paste,2,tbsp,Thai red curry paste,
1 tbsp smooth peanut butter,1,tbsp,smooth peanut butter,
500 g sweet potato,500,g,sweet potato,
1x 400 ml can coconut milk,1x,400 ml can,coconut milk,
200 g spinach,200,g,spinach,
"1 lime, juiced",1,,lime,juiced
"cooked rice, to serve",,,cooked rice,to serve
"dry roasted peanuts, to servve",,,dry roasted peanuts,to servve
1x 500 g carton Neapolitan sauce,1x,500 g carton,Neapolitan sauce,
good handful fresh basil leaves,,good handful,fresh basil leaves,
250 g fresh stuffed spinach and riccota tortellini,250,g,fresh stuffed spinach and riccota tortellini,
"100 g mozzarella cheese, sliced",100,g,mozzarella cheese,sliced
2 tbsp freshly grated parmesan cheese,2,tbsp,freshly grated parmesan cheese,
1 tbsp pine nuts,1,tbsp,pine nuts,
1 tbsp olive oil,1,tbsp,olive oil,
"4-6 sausages, pork, herby or vegetarian",4-6,,sausages,"pork, herby or vegetarian"
"1 small onion, sliced",1,small,onion,sliced
"2 medium potatoes, washed and cut into 2 cm cubes",2,medium,potatoes,washed and cut into 2 cm cubes
"1 vegetable stock cube, dissolved in 1 mug of boiling water",1,,vegetable stock cube,dissolved in 1 mug of boiling water
"1 eating apple, cut into chunks",1,,eating apple,cut into chunks
1 tsp mustard,1,tsp,mustard,
2 tbsp of sweet chutney,2,tbsp,of sweet chutney,
salt and pepper,,,salt and pepper,
4 large baking potatoes (1.4 kg),4,large,baking potatoes (1.4 kg),
"1 tbsp olive oil, plus extra to serve",1,tbsp,olive oil,plus extra to serve
"4 large eggs, soft-boiled (into boiling water for 6 minutes then refreshed under lots of cold water) and peeled",4,large,eggs,soft-boiled (into boiling water for 6 minutes  then refreshed under lots of cold water) and peeled
flaked sea salt,,,flaked sea salt,
2 large egg yolks,2,large,egg yolks,
3 tbsp lemon juice,3,tbsp,lemon juice,
"25 g parsley, roughly chopped",25,g,parsley,roughly chopped
"120 g good-quality tinned tuna in oil, drained",120,g,good-quality tinned tuna in oil,drained
"20 g baby capers (or regular capers, chopped) drained",20,g,baby capers (or regular capers,chopped)  drained
"2 anchovy fillets in oil, rinsed and patted dry",2,,anchovy fillets in oil,rinsed and patted dry
"1 clove garlic, crushed",1,clove,garlic,crushed
180 ml olive oil,180,ml,olive oil,
2 tsp olive oil,2,tsp,olive oil,
"12 shallots, peeled",12,,shallots,peeled
"350 g trimmed diced lamb, from the chump or loin fillet",350,g,trimmed diced lamb,from the chump or loin fillet
"350 g new potatoes, scrubbed and cut into chunks",350,g,new potatoes,scrubbed and cut into chunks
"12 baby carrots, trimmed and peeled",12,,baby carrots,trimmed and peeled
150 ml white wine,150,ml,white wine,
250 ml vegetable stock,250,ml,vegetable stock,
3 bay leaves,3,,bay leaves,
1x 200 g can chopped tomatoes,1x,200 g can,chopped tomatoes,
100 g frozen peas,100,g,frozen peas,
1 tbsp chopped parsley leaves,1,tbsp,chopped parsley leaves,
"crusty bread, to serve",,,crusty bread,to serve
125 g minced pork,125,g,minced pork,
0.5 tsp light soy sauce,0.5,tsp,light soy sauce,
0.5 tsp Shaoxing rice wine,0.5,tsp,Shaoxing rice wine,
0.5 tsp toasted sesame oil,0.5,tsp,toasted sesame oil,
125 g fine rice noodles,125,g,fine rice noodles,
1 tbsp sunflower oil,1,tbsp,sunflower oil,
"1 clove garlic, finely chopped",1,clove,garlic,finely chopped
"2.5 cm piece fresh root ginger, peeled and finely chopped",2.5,cm piece,fresh root ginger,peeled and finely chopped
"2 spring onions, finely chopped, green parts reserved and sliced",2,,spring onions,"finely chopped, green parts reserved and sliced"
1 tsp chilli bean paste,1,tsp,chilli bean paste,
1 tbsp chopped coriander leaves,1,tbsp,chopped coriander leaves,
1 tbsp light soy sauce,1,tbsp,light soy sauce,
1 tbsp Shaoxing rice wine,1,tbsp,Shaoxing rice wine,
0.5 tsp salt,0.5,tsp,salt,
0.5 tsp sugar,0.5,tsp,sugar,
0.5 tsp toasted sesame oil,0.5,tsp,toasted sesame oil,
240 ml chicken stock,240,ml,chicken stock,
1 mug basmati rice cooked in 2 mugs water,1,mug,basmati rice cooked in 2 mugs water,
1 chicken breast,1,,chicken breast,
"2 eggs, beaten",2,,eggs,beaten
"1 large onion, thinly sliced",1,large,onion,thinly sliced
"1 clove garlic, finely chopped",1,clove,garlic,finely chopped
"0.5 red pepper, cut into fine dice",0.5,,red pepper,cut into fine dice
1 tsp freshly grated ginger,1,tsp,freshly grated ginger,
0.5 fat red chilli,0.5,,fat red chilli,
2 tbsp oyster sauce,2,tbsp,oyster sauce,
1 tbsp soy sauce,1,tbsp,soy sauce,
2 tbsp water,2,tbsp,water,
2 spring onions,2,,spring onions,
1 pack Gordan Rhodes Moroccan Style Tagine Sauce Mix,1,pack,Gordan Rhodes Moroccan Style Tagine Sauce Mix,
"1 kg lamb, diced",1,kg,lamb,diced
"2 large onions, chopped",2,large,onions,chopped
1x 400 g tin chopped tomatoes,1x,400 g tin,chopped tomatoes,
400 ml water,400,ml,water,
"150 g prunes or apricots, chopped",150,g,prunes or apricots,chopped
4 boneless skinless chicken breasts,4,,boneless skinless chicken breasts,
4 tbsp clear honey,4,tbsp,clear honey,
", finely grated zest and juice of 1 lemon",,,,finely grated zest and juice of 1 lemon
"2 cloves garlic, crushed",2,cloves,garlic,crushed
1 tbsp Dijon mustard,1,tbsp,Dijon mustard,
2 tsp ground black pepper,2,tsp,ground black pepper,
"750 g baby salad potatoes, halved",750,g,baby salad potatoes,halved
"steamed broccoli florets, to serve",,,steamed broccoli florets,to serve
1.5 tbsp olive oil,1.5,tbsp,olive oil,
1 tsp ground turmeric,1,tsp,ground turmeric,
0.5 tsp ground coriander,0.5,tsp,ground coriander,
0.5 tsp nigella seeds,0.5,tsp,nigella seeds,
zest and juice of &frac12; lime or lemon,,,zest and juice of &frac12; lime or lemon,
2 skinless chicken breast fillets,2,,skinless chicken breast fillets,
"350 g cauliflower florets, plus any leaves, torn",350,g,cauliflower florets,"plus any leaves, torn"
"1 red onion, cut into wedges",1,,red onion,cut into wedges
"1x 400 g tin chickpeas, rinsed and drained",1x,400 g tin,chickpeas,rinsed and drained
200 g baby plum or cherry tomatoes,200,g,baby plum or cherry tomatoes,
"150 g green beans, trimmed",150,g,green beans,trimmed
100 g low fat natural yogurt,100,g,low fat natural yogurt,
8 boneless skinless chicken thighs,8,,boneless skinless chicken thighs,
pinch of salt,,,pinch of salt,
1 tbsp pepper,1,tbsp,pepper,
2 tbsp olive oil,2,tbsp,olive oil,
2 tbsp granulated sugar,2,tbsp,granulated sugar,
juice of 2 limes,,,juice of 2 limes,
"900 g sweet potatoes, peeled",900,g,sweet potatoes,peeled
40 g butter,40,g,butter,
good grating of nutmeg,,,good grating of nutmeg,
pinch of ground allspice,,,pinch of ground allspice,
500 g frozen peas,500,g,frozen peas,
"4 medium potatoes, peeled and cut into cubes",4,medium,potatoes,peeled and cut into cubes
1 litre hot vegetable stock,1,litre,hot vegetable stock,
1x 300 g pack fish fingers,1x,300 g pack,fish fingers,
3 tbsp pesto,3,tbsp,pesto,
0.5 tbsp oil,0.5,tbsp,oil,
1x 400 g pack Taste the Difference Lincolnshire sausages,1x,400 g pack,Taste the Difference Lincolnshire sausages,
2 Pink Lady apples,2,,Pink Lady apples,
"200 g Stilton, crumbled",200,g,Stilton,crumbled
"0.5x 20 g pack sage, leaves shredded",0.5x,20 g pack,sage,leaves shredded
1x 220 g pack filo pastry,1x,220 g pack,filo pastry,
"100 g butter, melted",100,g,butter,melted
25 g mixed seeds,25,g,mixed seeds,
2 cups long grain rice,2,cups,long grain rice,
450 g raw shrimp,450,g,raw shrimp,
4 tbsp butter,4,tbsp,butter,
"4 cloves garlic, minced",4,cloves,garlic,minced
2 tsp dried thyme,2,tsp,dried thyme,
1 tsp dried oregano,1,tsp,dried oregano,
1 tsp crushed red pepper flakes,1,tsp,crushed red pepper flakes,
1 tsp paprika,1,tsp,paprika,
1 tsp whole peppercorns,1,tsp,whole peppercorns,
1 tsp salt,1,tsp,salt,
0.5 cup chicken broth,0.5,cup,chicken broth,
0.5 cup beer,0.5,cup,beer,
12 good quality sausages,12,,good quality sausages,
1 tbsp olive oil to fry,1,tbsp,olive oil to fry,
4-5 medium potatoes,4-5,medium,potatoes,
3 tbsp cream,3,tbsp,cream,
1 tbsp olive oil,1,tbsp,olive oil,
"1 onion, sliced",1,,onion,sliced
1 tbsp plain flour,1,tbsp,plain flour,
0.5 mug Marsala wine (or sherry),0.5,mug,Marsala wine (or sherry),
zest of lemon,,,zest of lemon,
2 tbsp blackcurrant jelly,2,tbsp,blackcurrant jelly,
1 mug water,1,mug,water,
1 beef stock cube,1,,beef stock cube,
1 tbsp olive oil,1,tbsp,olive oil,
"1 onion, thinly sliced",1,,onion,thinly sliced
"200 g chicken breast, diced",200,g,chicken breast,diced
good chunk fresh root ginger,,good chunk,fresh root ginger,
"1-2 tbsp harissa paste, plus extra to serve",1-2,tbsp,harissa paste,plus extra to serve
10 dried apricots,10,,dried apricots,
"1x 220 g can chickpeas, rinsed and drained",1x,220 g can,chickpeas,rinsed and drained
200 g couscous,200,g,couscous,
200 ml hot chicken stock,200,ml,hot chicken stock,
"handful coriander, chopped, to serve",,handful,coriander,"chopped, to serve"
"2 peppers, any colour, deseeded and cut into chunky pieces",2,,peppers,"any colour, deseeded and cut into chunky pieces"
"1 large sweet potato, peeled and cut into chunky pieces",1,large,sweet potato,peeled and cut into chunky pieces
"2 courgettes, sliced into chunks",2,,courgettes,sliced into chunks
"1 red onion, cut into wedges",1,,red onion,cut into wedges
1 tbsp olive oil,1,tbsp,olive oil,
8 cutlets lean lamb,8,cutlets,lean lamb,
"1 tbsp thyme leaf, chopped",1,tbsp,thyme leaf,chopped
"2 tbsp mint leaves, chopped",2,tbsp,mint leaves,chopped
"12 oz shrimp, peeled and deveined",12,oz,shrimp,peeled and deveined
8 oz angel hair pasta,8,oz,angel hair pasta,
"2 tbsp olive oil, divided",2,tbsp,olive oil,divided
"2 cloves garlic, minced",2,cloves,garlic,minced
1 pint grape tomatoes,1,pint,grape tomatoes,
0.25 cup basil pesto,0.25,cup,basil pesto,
1 tbsp grated Parmesan,1,tbsp,grated Parmesan,
192 g plain flour,192,g,plain flour,
128 g sugar,128,g,sugar,
5 tbsp plain Greek yogurt,5,tbsp,plain Greek yogurt,
8 tbsp vegetable oil,8,tbsp,vegetable oil,
5 tbsp freshly squeezed lemon juice,5,tbsp,freshly squeezed lemon juice,
3 eggs,3,,eggs,
2 tbsp lemon zest,2,tbsp,lemon zest,
2 tsp baking powder,2,tsp,baking powder,
0.5 tsp salt,0.5,tsp,salt,
256 g icing sugar,256,g,icing sugar,
4-5 tbsps freshly squeezed lemon juice,4-5,tbsps,freshly squeezed lemon juice,
1.5 mugs basmati rice,1.5,mugs,basmati rice,
1 tsp pilau seasoning,1,tsp,pilau seasoning,
2 tbsp freshly chopped coriander,2,tbsp,freshly chopped coriander,
1 tbsp toasted sesame oil,1,tbsp,toasted sesame oil,
3 chicken breasts,3,,chicken breasts,
1 tbsp toasted sesame oil,1,tbsp,toasted sesame oil,
1 clove garlic,1,clove,garlic,
2 tbsp freshly grated ginger,2,tbsp,freshly grated ginger,
juice of a lime,,,juice of a lime,
1 chicken stock cube,1,,chicken stock cube,
2 tsp fish sauce,2,tsp,fish sauce,
1 tsp sugar,1,tsp,sugar,
1x 400 ml can coconut milk,1x,400 ml can,coconut milk,
1 tbsp toasted sesame oil,1,tbsp,toasted sesame oil,
"4 pak choi, sliced",4,,pak choi,sliced
"5 medium potatoes, cut into &frac12; cm slices",5,medium,potatoes,cut into &frac12; cm slices
2 tbsp olive oil,2,tbsp,olive oil,
"1 onion, sliced",1,,onion,sliced
200 g pancetta lardons,200,g,pancetta lardons,
"250 g mushrooms, sliced",250,g,mushrooms,sliced
"3 chicken breasts, cut into bitesized pieces",3,,chicken breasts,cut into bitesized pieces
300 ml single cream,300,ml,single cream,
2 tbsp thyme leaves,2,tbsp,thyme leaves,
1 tbsp wholegrain mustard,1,tbsp,wholegrain mustard,
0.5 mug grated Parmesan,0.5,mug,grated Parmesan,
250 g chestnut mushrooms,250,g,chestnut mushrooms,
1 small onion,1,small,onion,
2 cloves garlic,2,cloves,garlic,
175 g tagliatelle,175,g,tagliatelle,
25 g butter,25,g,butter,
"1 tbsp olive oil, plus extra for drizzling",1,tbsp,olive oil,plus extra for drizzling
100 g firm goat's cheese,100,g,firm goat's cheese,
"freshly shaved vegetarian Parmesan, to serve",,,freshly shaved vegetarian Parmesan,to serve
700 g broccoli,700,g,broccoli,
2 tbsps vegetable oil,2,tbsps,vegetable oil,
Kosher salt and freshly ground black pepper,,,Kosher salt and freshly ground black pepper,
45 g unsalted butter,45,g,unsalted butter,
"1 medium onion, sliced (about 6 ounces; 170g)",1,medium,onion,sliced (about 6 ounces; 170g)
"1 medium carrot, peeled and finely diced (about 4 ounces; 120g)",1,medium,carrot,peeled and finely diced (about 4 ounces; 120g)
"3 medium cloves garlic, thinly sliced",3,medium cloves,garlic,thinly sliced
"475 ml water, or homemade or store-bought low-sodium chicken stock",475,ml,water,or homemade or store-bought low-sodium chicken stock
700 ml whole milk,700,ml,whole milk,
"1 small russet potato, peeled and sliced (about 4 ounces; 120g)",1,small,russet potato,peeled and sliced (about 4 ounces; 120g)
"340 g sharp cheddar cheese, grated (see note)",340,g,sharp cheddar cheese,grated (see note)
"240 g deli-style American cheese, diced (see note)",240,g,deli-style American cheese,diced (see note)
3 g mustard powder,3,g,mustard powder,
"Dash of hot sauce, such as Frank's RedHot",,,"Dash of hot sauce, such as Frank's RedHot",
175 g smoked haddock fillet,175,g,smoked haddock fillet,
"50 g butter, diced",50,g,butter,diced
175 ml double cream,175,ml,double cream,
"4 eggs, separated",4,,eggs,separated
40 g mature cheddar cheese,40,g,mature cheddar cheese,
ground black pepper,,,ground black pepper,
"watercress, to garnish",,,watercress,to garnish
400 g spaghetti,400,g,spaghetti,
1 tbsp olive oil,1,tbsp,olive oil,
"120 g smoked streaky bacon, sliced into matchsticks",120,g,smoked streaky bacon,sliced into matchsticks
"1 onion, finely chopped",1,,onion,finely chopped
"1 clove garlic, finely chopped",1,clove,garlic,finely chopped
2 tsp sweet smoked paprika,2,tsp,sweet smoked paprika,
2x 400 g can chopped tomatoes,2x,400 g can,chopped tomatoes,
"grated Parmesan, to serve (optional)",,,grated Parmesan,to serve (optional)
1 tbsp vegetable oil,1,tbsp,vegetable oil,
"1 onion, thickly sliced",1,,onion,thickly sliced
8 Cumberland sausages,8,,Cumberland sausages,
"1 fat clove garlic, crushed",1,fat clove,garlic,crushed
2x 400 g cans kidney beans in chilli sauce,2x,400 g cans,kidney beans in chilli sauce,
"2-3 sprigs curly parsley, chopped",2-3,sprigs,curly parsley,chopped
"1 pack fajita spice mix, check that your chosen fajita mix is gluten free if required",1,pack,fajita spice mix,check that your chosen fajita mix is gluten free if required
2 tbsp vegetable oil,2,tbsp,vegetable oil,
"2 red onions, sliced",2,,red onions,sliced
"3 mixed peppers, deseeded and sliced",3,,mixed peppers,deseeded and sliced
"320 g pack mini chicken fillets, cut into thirds",320,g,pack mini chicken fillets,cut into thirds
"1x 380 g pack black beans, rinsed and drained",1x,380 g pack,black beans,rinsed and drained
1x 250 g pack pre-cooked brown rice,1x,250 g pack,pre-cooked brown rice,
150 ml pot soured cream,150,ml,pot soured cream,
2 tbsp chopped coriander,2,tbsp,chopped coriander,
400 g baking potatoes,400,g,baking potatoes,
2 tsp olive or rapeseed oil,2,tsp,olive or rapeseed oil,
2 slices white bread,2,slices,white bread,
2 white fish fillets,2,,white fish fillets,
"1 tbsp plain flour, seasoned",1,tbsp,plain flour,seasoned
"1 egg, beaten",1,,egg,beaten
140 g frozen peas with mint,140,g,frozen peas with mint,
2 tbsp half-fat creme fraiche,2,tbsp,half-fat creme fraiche,
1 lb boneless skinless chicken thighs,1,lb,boneless skinless chicken thighs,
kosher salt and black pepper,,,kosher salt and black pepper,
2 tbsp oil,2,tbsp,oil,
"20 cloves garlic, peeled",20,cloves,garlic,peeled
6 cups chicken stock,6,cups,chicken stock,
0.6 cup dry orzo,0.6,cup,dry orzo,
3 eggs,3,,eggs,
"Juice of 1 large lemon, plus lemon slices to garnish",,,Juice of 1 large lemon,plus lemon slices to garnish
fresh chopped dill,,,fresh chopped dill,
"crusty bread, to serve",,,crusty bread,to serve
1 tbsp olive oil,1,tbsp,olive oil,
"1 red onion, chopped",1,,red onion,chopped
"2 cloves garlic, chopped",2,cloves,garlic,chopped
500 g sausages,500,g,sausages,
1 mug water,1,mug,water,
1 vegetable stock cube,1,,vegetable stock cube,
4 medium tomatoes,4,medium,tomatoes,
1 tbsp tomato puree,1,tbsp,tomato puree,
"1 fat red chilli, sliced",1,,fat red chilli,sliced
2 mugs trottole pasta,2,mugs,trottole pasta,
2 tbsp freshly chopped basil,2,tbsp,freshly chopped basil,
1 tbsp vegetable oil,1,tbsp,vegetable oil,
"500 g butternut squash (about 1 small squash), peeled and chopped into bite-sized chunks",500,g,butternut squash (about 1 small squash),peeled and chopped into bite-sized chunks
100 g frozen chopped onions,100,g,frozen chopped onions,
4 heaped tbsp mild curry paste,4,heaped tbsp,mild curry paste,
1x 400 g can chopped tomatoes,1x,400 g can,chopped tomatoes,
1x 400 g can light coconut milk,1x,400 g can,light coconut milk,
"mini naan bread, to serve",,,mini naan bread,to serve
"1x 400 g can lentils, drained",1x,400 g can,lentils,drained
200 g bag baby spinach,200,g,bag baby spinach,
150 ml coconut yogurt,150,ml,coconut yogurt,
0.5 tsp cumin seeds,0.5,tsp,cumin seeds,
2 tsp sunflower oil,2,tsp,sunflower oil,
"200 g lean lamb steak, cubed",200,g,lean lamb steak,cubed
"1 red pepper, deseeded and sliced",1,,red pepper,deseeded and sliced
"1 green chilli, deseeded and sliced",1,,green chilli,deseeded and sliced
2 tbsp curry paste,2,tbsp,curry paste,
"1x 225 g can chopped tomatoes, drained",1x,225 g can,chopped tomatoes,drained
1x 150 ml can coconut cream,1x,150 ml can,coconut cream,
1x 100 g bag baby leaf spinach,1x,100 g bag,baby leaf spinach,
"1x 10 g pack coriander, chopped",1x,10 g pack,coriander,chopped
"rice or naan bread, to serve",,,rice or naan bread,to serve
2 tbsp olive oil,2,tbsp,olive oil,
2x 300 g pack extra lean pork medallions,2x,300 g pack,extra lean pork medallions,
"1 large onion, chopped",1,large,onion,chopped
"1 red pepper, deseeded and diced",1,,red pepper,deseeded and diced
"1 green pepper, deseeded and diced",1,,green pepper,deseeded and diced
"1 clove garlic, crushed",1,clove,garlic,crushed
1 tbsp smoked paprika,1,tbsp,smoked paprika,
1 tsp caraway seeds,1,tsp,caraway seeds,
0.5 tsp chilli powder,0.5,tsp,chilli powder,
"250 g new potatoes, larger ones halved",250,g,new potatoes,larger ones halved
1x 400 g tin chopped tomatoes,1x,400 g tin,chopped tomatoes,
2 tbsp tomato puree,2,tbsp,tomato puree,
chopped parsley,,,chopped parsley,
"fat-free natural greek yogurt and bread, to serve",,,fat-free natural greek yogurt and bread,to serve
1 tbsp oil,1,tbsp,oil,
"350 g rump, sirloin or topside beef, cut into stips",350,g,"rump, sirloin or topside beef",cut into stips
"0.5 onion, sliced",0.5,,onion,sliced
"1 small red or green pepper, thinly sliced",1,small,red or green pepper,thinly sliced
1 tsp grated fresh ginger,1,tsp,grated fresh ginger,
1 clove garlic,1,clove,garlic,
"6 mushrooms, sliced",6,,mushrooms,sliced
0.5 tsp five spice powder,0.5,tsp,five spice powder,
1x pack fresh or ready-to-wok egg noodles,1x,pack,fresh or ready-to-wok egg noodles,
0.25 mug hoisin sauce,0.25,mug,hoisin sauce,
1 tbsp soy sauce,1,tbsp,soy sauce,
1 tbsp wine vinegar,1,tbsp,wine vinegar,
1 tbsp water,1,tbsp,water,
1 mug basmati rice,1,mug,basmati rice,
2 mugs boiling water,2,mugs,boiling water,
1 tsp pilau rice seasoning,1,tsp,pilau rice seasoning,
2 pak choi,2,,pak choi,
1 tbsp paprika,1,tbsp,paprika,
4 salmon steaks,4,,salmon steaks,
1 tbsp toasted sesame oil,1,tbsp,toasted sesame oil,
2 tbsp soy sauce,2,tbsp,soy sauce,
2 tbsp runny honey,2,tbsp,runny honey,
1 tbsp olive oil,1,tbsp,olive oil,
"2 leeks, thickly sliced",2,,leeks,thickly sliced
"2 clove garlic, finely chopped",2,clove,garlic,finely chopped
300 g pearl barley,300,g,pearl barley,
"4 carrots, cubed",4,,carrots,cubed
"1 tbsp Dijon mustard, plus extra to serve",1,tbsp,Dijon mustard,plus extra to serve
1 litre chicken stock,1,litre,chicken stock,
"300 g Savoy cabbage, shredded",300,g,Savoy cabbage,shredded
"200 g lean bacon joint, cooked, chopped into small pieces",200,g,lean bacon joint,"cooked, chopped into small pieces"
2.25 lbs ground lamb,2.25,lbs,ground lamb,
1 packed cup shredded Amul cheese or white Cheddar,1,packed cup,shredded Amul cheese or white Cheddar,
0.333 packed cup very finely chopped fresh cilantro,0.333,packed cup,very finely chopped fresh cilantro,
"2 tbsp plus 2 teaspoons deggi chile powder, plus additional for garnish",2,tbsp,plus 2 teaspoons deggi chile powder,plus additional for garnish
1 tbsp minced fresh ginger,1,tbsp,minced fresh ginger,
"3 cloves garlic, minced",3,cloves,garlic,minced
1 tbsp minced green Thai chile or serrano chile (with seeds),1,tbsp,minced green Thai chile or serrano chile (with seeds),
2 tsp garam masala,2,tsp,garam masala,
1 tsp black cumin seeds (shah zeera) or regular cumin seeds,1,tsp,black cumin seeds (shah zeera) or regular cumin seeds,
0.75 tsp ground cardamom,0.75,tsp,ground cardamom,
Kosher salt,,,Kosher salt,
"Neutral oil, for greasing",,,Neutral oil,for greasing
"3 packed cups roughly chopped cilantro, leaves and tender stems",3,packed cups,roughly chopped cilantro,leaves and tender stems
2 packed cups roughly chopped fresh mint leaves,2,packed cups,roughly chopped fresh mint leaves,
0.25 cup finely chopped red onion,0.25,cup,finely chopped red onion,
1 tbsp minced fresh ginger,1,tbsp,minced fresh ginger,
1 tsp minced green Thai or serrano chile (seeds included),1,tsp,minced green Thai or serrano chile (seeds included),
"2 tbsp anardana (dried pomegranate seeds), crushed, or very finely chopped fresh mango",2,tbsp,anardana (dried pomegranate seeds),"crushed, or very finely chopped fresh mango"
2 tsp lemon juice,2,tsp,lemon juice,
