input,name,quantity,unit,preparation,comment
Optional: 1 tsp cornstarch or potato starch,cornstarch or potato starch,1,tsp,,Optional:
"5 oz (150 g) white chocolate, coarsely chopped",white chocolate,5 150,oz g,coarsely chopped,()
"Powdered sugar, for dusting",Powdered sugar,,,,for dusting
2 teaspoons nigella seeds,nigella seeds,2,teaspoon,,
1 sheet frozen puff pastry,frozen puff pastry,1,sheet,,
1 tsp shrimp paste,shrimp paste,1,tsp,,
Ginger Pastry Cream,Ginger Pastry Cream,,,,
"1/8 teaspoon salt, plus more to taste",salt,0.125,teaspoon,,plus more to taste
"1 small acorn squash (about 1 pound), peeled, seeded, and cut into 1/2-inch dice",acorn squash,1 1,small pound,"peeled, seeded, and cut into 0.5-inch dice",(about)
"1 large ciabatta, cut into 1/2-inch thick slices",ciabatta,1,large,cut into 0.5-inch thick slice,
"1 small can anchovies in oil, drained and finely chopped",anchovies in oil,1,small can,drained and finely chopped,
3 pounds russet potatoes,russet potatoes,3,pound,,
3 tablespoons diced tomato,tomato,3,tablespoon,diced ,
"Confectioners sugar, for sifting (optional)",Confectioners sugar,,,,for sifting (optional)
2/3 cup (packed) brown sugar,brown sugar,0.667,cup,,(packed) 
"1 onion, grated",onion,1,,grated,
1 cup plus 2 tablespoons light cream,light cream,1,cup,,plus 2 tablespoon
Scant 1/2 teaspoon salt,salt,0.5,scant teaspoon,,
1 tbsp olive or vegetable oil,olive or vegetable oil,1,tbsp,,
2 oz (50 g) semisweet chocolate,semisweet chocolate,2 50,oz g,,()
"2 tablespoon sesame seeds, toasted",sesame seeds,2,tablespoon,toasted ,
2/3 cup canned cream of coconut (such as Coco Lopez),canned cream of coconut,0.667,cup,,(such as Coco Lopez)
2 tbsp low fat milk,low fat milk,2,tbsp,,
7 cups (1 kg) all-purpose flour,all-purpose flour,7 1,cup kg,,()
2 cups thin strips red bell pepper,red bell pepper,2,cup,,thin strips 
"1 cup sliced natural almonds, finely chopped",natural almonds,1,cup,"sliced, finely chopped",
1 1/2 cups chicken broth,chicken broth,1.5,cup,,
2 cups peeled grated carrots (about 4 large carrots),carrots,2 4,cup large,peeled grated ,(about carrots)
"8 tablespoons (1 stick) high-quality unsalted butter, at cool room temperature (about 65°F)",unsalted butter,8 1,tablespoon stick,at cool room temperature ,high-quality () (about 65°F)
12 oz (300g) ground pork,ground pork,12 300,oz g,,()
2 pinches of dried oregano,dried oregano,2,pinch,,of 
Giblets from 4 1/2 pound roasting chicken,Giblets,,,,from 4.5 pound roasting chicken
1 teaspoon minced ginger or ginger ground to a paste (optional),ginger,1,teaspoon,minced,or ginger ground to a paste (optional)
"1¼, cups heavy or whipping cream",heavy or whipping cream,1.25,cup,,
Hot water,water,,,Hot ,
"2 red bell peppers, finely chopped (about 2 cups)",red bell peppers,2 2,cup,finely chopped,(about)
1/3 cup diced candied orange peel,candied orange peel,0.333,cup,diced ,
6-8 scallions,scallions,6-8,,,
½ tsp Asian chili sauce (see Notes),Asian chili sauce,0.5,tsp,,(see Notes)
"4 salmon fillets (about 5 ounces each), skin on and scaled, pin bones removed, skin dried by wiping with a knife (see Notes)",salmon fillets,4 5,ounce,"skin on and scaled, pin bones removed, skin dried by wiping with a knife ",(about each) (see Notes)
"1 small eggplant, halved lengthwise",eggplant,1,small,halved lengthwise,
"2 tablespoons finely chopped fresh Italian (flat-leaf) parsley, for garnish",fresh Italian (flat-leaf) parsley,2,tablespoon,finely chopped,for garnish
"1 large onion, peeled and halved lengthwise",onion,1,large,peeled and halved lengthwise,
"4 oz (115g) thick-sliced bacon, chopped",thick-sliced bacon,4 115,oz g,chopped,()
"3 ounces chorizo, preferably imported, skin removed, cut in 3/8-inch slices",chorizo,3,ounce,"skin removed, cut in 0.375-inch slice",preferably imported
3 1/2 to 4 cups Zippy Barbecue Sauce or your favorite store-bought variety,Zippy Barbecue Sauce,3.5-4,cup,,or your favorite store-bought variety
"12-15 garlic cloves, crushed and peeled",garlic,12-15,clove,crushed and peeled,
2 tablespoons finely chopped Italian parsley,Italian parsley,2,tablespoon,finely chopped ,
6 pounds beef bones and trimmings,beef bones and trimmings,6,pound,,
1½ tsp (7 mL) vanilla extract,vanilla extract,1.5 7,tsp mL,,()
"2 green chilies, slit lengthwise",green chilies,2,,,slit lengthwise
"1 egg, raw or coddled 1 minute",egg,1,,raw or coddled 1 minute,
½ tablespoon minced fresh garlic,fresh garlic,0.5,tablespoon,minced ,
2 cups masa para tortillas (instant corn masa mix),masa para tortillas,2,cup,,(instant corn masa mix)
"A small bunch of fresh thyme, leaves picked",fresh thyme,,small bunch,leaves picked,A of
2 teaspoons cumin seeds,cumin seeds,2,teaspoon,,
"1½ cups confectioners sugar, sifted",confectioners sugar,1.5,cup,sifted,
¾ cup plus 2 tablespoons (6 ounces/169 grams) sugar,sugar,0.75,cup,,plus 2 tablespoon (6 ounce/169 gram) 
A thumb-sized piece of fresh root ginger,fresh root ginger,,thumb-sized piece ,,A of
"1 tablespoon chopped fresh cilantro or parsley, for garnish",fresh cilantro or parsley,1,tablespoon,chopped ,for garnish
A 3-to 3½-pound (1.35 to 1.575 kg) red snapper,red snapper,3-3.5 1.35-1.575,pound kg,,A ()
6 oz (170g) mixed baby greens,mixed baby greens,6 170,oz g,,()
1 cup roughly chopped walnuts,walnuts,1,cup,roughly chopped ,
About 2½ cups unbleached all-purpose flour,unbleached all-purpose flour,2.5,cup,,About 
¼ teaspoon sugar,sugar,0.25,teaspoon,,
"4 tablespoons butter, cut into small pieces",butter,4,tablespoon,cut into small piece,
"2 medium-size ripe tomatoes, peeled and seeded, cut into small dice",ripe tomatoes,2,medium-size,"peeled and seeded, cut into small dice",
¼ cup (50 mL)golden raisins,golden raisins,0.25 50,cup mL,,()
¼ teaspoon coarse grind black pepper,coarse grinds black pepper,0.25,teaspoon,,
"Handful watercress leaves, roughly torn",watercress leaves,,handful,roughly torn,
1 tsp sea salt,sea salt,1,tsp,,
One 7-ounce block of creamed coconut (see Notes),creamed coconut,1 7,block ounce,,of (see Notes)
3 g/<1/8 oz/1 teaspoon ground cinnamon,ground cinnamon,3 <0.125 1,g oz teaspoon,,//
"1 turnip, chopped",turnip,1,,chopped,
¼ cup raspberry or other fruit vinegar,raspberry or other fruit vinegar,0.25,cup,,
"2 scallions, minced",scallions,2,,minced,
"1 sweet red bell pepper – halved, cored, seeded, and deveined",sweet red bell pepper,1,,"halved, cored, seeded, and deveined",–
"¼ cup salt-cured black olives, pitted and coarsely chopped, plus several whole olives for garnish",salt-cured black olives,0.25,cup,pitted and coarsely chopped,plus several whole olives for garnish
1 tablespoon pumpkin butter,pumpkin butter,1,tablespoon,,
2 tablespoons (30 ml) extra virgin olive oil,extra virgin olive oil,2 30,tablespoon ml,,()
¼ cup green taco sauce,green taco sauce,0.25,cup,,
2 packages (8 ounces each) farmer cheese,farmer cheese,2 8,package ounce,,(each)
3 cups chopped broccoli,broccoli,3,cup,chopped ,
"1 large fennel bulb (1 pound), tops trimmed off, cut lengthwise through the core into 1/8-inch-thick slices so the core holds each slice in a whole piece",fennel,1 1,large bulb pound,"tops trimmed off, cut lengthwise through the core into 0.125-inch-thick slice so the core holds each slice in a whole piece",()
"Extra virgin olive oil, for drizzling over the sandwiches",Extra virgin olive oil,,,,for drizzling over the sandwiches
"1 bunch kale, chopped",kale,1,bunch,chopped,
2 tablespoons toasted sunflower seeds,sunflower seeds,2,tablespoon,toasted ,
"6 cloves garlic, minced (2 tablespoons)",garlic,6 2,clove tablespoon,minced ,()
"1 (3-pound) chicken, cut into 8 pieces",chicken,1 3,pound,cut into 8 piece,()
"1 cup (4 ounces] blanched whole almonds, toasted (see Notes) and chopped roughly in half",whole almonds,1 4,cup ounce,"blanched, toasted and chopped roughly in half",(] (see Notes) 
3 tbsp dry mustard,dry mustard,3,tbsp,,
1/4 cup finely chopped green onions (white and pale green part only),green onions,0.25,cup,finely chopped ,(white and pale green part only)
1/8 teaspoon anise seed,anise seed,0.125,teaspoon,,
"1 cup chopped, seeded tomatoes",tomatoes,1,cup,"chopped, seeded ",
½ tsp dry mustard,dry mustard,0.5,tsp,,
"12 slices of pancetta, unrolled",pancetta,12,slice,unrolled,of
1 tablespoon lemon juice (only if using fresh artichokes),lemon juice,1,tablespoon,,(only if using fresh artichokes)
2 cups any berries,any berries,2,cup,,
2½ cups fine cashew flour,fine cashew flour,2.5,cup,,
1 tsp light brown sugar,light brown sugar,1,tsp,,
1/2 cup chopped English cucumber,English cucumber,0.5,cup,chopped ,
"1 pound medium shrimp (20 to 25), peeled and deveined",medium shrimp,1 20-25,pound,peeled and deveined,()
1 tsp freshly ground black pepper,freshly ground black pepper,1,tsp,,
"Butter and maple syrup, Swiss Whipped Honey Butter or Maple Sugar-Pecan Butter for topping","Butter and maple syrup, Swiss Whipped Honey Butter or Maple Sugar-Pecan Butter",,,,for topping
¼ cup maple syrup or honey,maple syrup or honey,0.25,cup,,
2 1/3 cups Beluga lentils,Beluga lentils,2.333,cup,,
1 cup packed light or dark brown sugar,light or dark brown sugar,1,cup,,packed 
"2½ cups cranberries, picked over for leaves",cranberries,2.5,cup,picked over for leaf,
"1 scallion, trimmed and sliced (optional)",scallion,1,,trimmed and sliced ,(optional)
4 cups (1l) Konbu Dashi,Konbu Dashi,4 1,cup l,,()
"1 Granny Smith apple, peeled",Granny Smith apple,1,,peeled,
1 pound assorted wild or farmed mushrooms,assorted wild or farmed mushrooms,1,pound,,
"1 cup canned chick-peas (garbanzos), drained",canned chick-peas,1,cup,drained ,(garbanzos)
"3 medium-size garlic cloves, finely chopped",garlic,3,medium-size clove,finely chopped,
2 or 3 cloves garlic,garlic,2-3,clove,,
"1 bunch watercress, trimmed and finely chopped",watercress,1,bunch,trimmed and finely chopped,
4 ancho chili peppers,ancho chili peppers,4,,,
1 tablespoon (1 packet) active dry yeast,active dry yeast,1 1,tablespoon packet,,()
¾ cup fresh apple cider,fresh apple cider,0.75,cup,,
"1 fresh red or green chili, preferably Thai, finely sliced (deseeded if you prefer less heat)",fresh red or green chili,1,,finely sliced (deseeded if you prefer less heat),preferably Thai
"1 tablespoon coarse salt, either kosher or sea salt",coarse salt,1,tablespoon,,either kosher or sea salt
2 grapefruits,grapefruits,2,,,
1/3 cup olive oil,olive oil,0.333,cup,,
"1 celery stalk, chopped",celery,1,stalk,chopped,
1¼ cups hearty red wine,hearty red wine,1.25,cup,,
1 ball prepared or homemade pizza dough,pizza dough,1,ball,,prepared or homemade 
2 tbsp cornstarch 30 mL,cornstarch,2 30,tbsp mL,,
¼ cup picked fresh dill,fresh dill,0.25,cup,picked ,
"1 bunch scallions, chopped (1 cup)",scallions,1 1,bunch cup,chopped ,()
"¾ pound beef tenderloin, cut into ¾ × ¾ × 1½-inch strips",beef tenderloin,0.75,pound,cut into 0.75 × 0.75 × 1.5-inch strip,
Big pinch of salt,salt,,big pinch,,of 
1 handful torn basil leaves,basil leaves,1,handful,torn ,
"1 tablespoon dried oregano, plus fresh oregano sprigs (optional) for garnish",dried oregano,1,tablespoon,,plus fresh oregano sprig (optional) for garnish
Chopped parsley leaves for garnish,parsley leaves,,,Chopped ,for garnish
½ cup diced white onion (about ½ medium onion),white onion ,0.5 0.5,cup medium,diced ,(about onion)
"2 lb (900g) spinach, rinsed and shredded, but not dried",spinach,2 900,lb g,"rinsed and shredded, but not dried",()
1 cup grated carrots,carrots,1,cup,grated ,
Chili Glaze (recipe follows),Chili Glaze,,,,(recipe follows)
"3 eating apples, peeled, cored and cut into slice ¼ in thick",eating apples,3,,"peeled, cored and cut into slice 0.25 in thick",
½ cup (120 ml) coconut milk,coconut milk,0.5 120,cup ml,,()
"Ground esplette pepper, to taste",Ground esplette pepper,,,,to taste
"1 turnip (6 ounces), cut in half",turnip,1 6,ounce,cut in half,()
"9½ ounces (269 grams) bittersweet chocolate, roughly chopped",bittersweet chocolate,9.5 269,ounce gram,roughly chopped,()
"1 x 800g/1 ¾ lb venison loin, trimmed",venison loin,1 x 800 1.75,g lb,trimmed,/
2 tablespoons (30 ml) smoked olive oil,smoked olive oil,2 30,tablespoon ml,,()
1/2 cup plus 2 tablespoons extra virgin olive oil,extra virgin olive oil,0.5,cup,,plus 2 tablespoon
1¼ pounds sweet Italian sausage meat,sweet Italian sausage meat,1.25,pound,,
2 celery stalks,celery,2,stalk,,
1 large head Boston lettuce,Boston lettuce,1,large head,,
1 teaspoon Oriental sesame oil,Oriental sesame oil,1,teaspoon,,
"2 serrano chiles, left whole (optional)",serrano chiles,2,,,left whole (optional)
"2 large cloves garlic, minced",garlic,2,large clove,minced,
"½ cup (35 g) white cabbage, grated",white cabbage,0.5 35,cup g,grated,()
2 tsp peeled and grated fresh ginger,fresh ginger,2,tsp,peeled and grated ,
"2 large ripe tomatoes, peeled, seeded, and diced",ripe tomatoes,2,large,"peeled, seeded, and diced",
1 tablespoon minced garlic (2 to 3 cloves),garlic,1 2-3,tablespoon clove,minced,()
"4 shallots, sliced",shallots,4,,sliced,
Whole blanched almonds for garnish (optional),whole almonds,,,blanched ,for garnish (optional)
"1 medium carrot, cut into 1-inch lengths",carrot,1,medium,cut into 1-inch length,
"1 inch fresh ginger, peeled",fresh ginger,1,inch,peeled,
"1½ pounds yellow bell peppers, cored, seeded, deribbed, and cut into 1-inch squares (6 to 7 cups)",yellow bell peppers,1.5 6-7,pound cup,"cored, seeded, deribbed, and cut into 1-inch square",()
"1 tablespoon finely chopped green onion, both white and green parts",green onion,1,tablespoon,finely chopped,both white and green parts
1½ pounds/675g Yukon Gold potatoes,Yukon Gold potatoes,1.5 675,pound g,,/
½ teaspoon granulated yeast,granulated yeast,0.5,teaspoon,,
Pinch Turkish or Syrian red pepper (such as Aleppo pepper) or cayenne,Pinch Turkish or Syrian red pepper or cayenne,,,,(such as Aleppo pepper) 
"Vegetable oil, for frying, preferably oil previously used for frying fish or chicken",Vegetable oil,,,,"for frying, preferably oil previously used for frying fish or chicken"
1 1/3 cups (8 ounces) semisweet chocolate chips,semisweet chocolate chips,1.333 8,cup ounce,,()
2 cups (500 ml) diced seeded cucumbers,cucumbers,2 500,cup ml,diced seeded ,()
4 pinches black sesame seeds,black sesame seeds,4,pinch,,
¼ teaspoon fine-ground white pepper,fine-ground white pepper,0.25,teaspoon,,
6 to 8 gratings of fresh whole nutmeg,fresh whole nutmeg,6-8,,,gratings of 
½ teaspoon kosher salt (optional),kosher salt,0.5,teaspoon,,(optional)
1½ teaspoons freshly ground pepper,freshly ground pepper,1.5,teaspoon,,
Drops of orange bitters or lemon juice,orange bitters or lemon juice,,drop,,of 
"1 Japanese or salad cucumber, sliced thin crosswise",Japanese or salad cucumber,1,,sliced thin crosswise,
3 cups granulated sugar,granulated sugar,3,cup,,
½ cup (1 ounce) radicchio,radicchio,0.5 1,cup ounce,,()
3 tbsp cornstarch,cornstarch,3,tbsp,,
1 teaspoon cayenne,cayenne,1,teaspoon,,
1 tsp dried rosemary (5 mL),dried rosemary,1 5,tsp mL,,()
1 cup canned chopped tomatoes,canned tomatoes,1,cup,chopped ,
"1-2 green Thai, serrano, or cayenne chiles, stems removed, finely sliced",green Thai,1-2,,"stem removed, finely sliced","serrano, or cayenne chiles"
1 lb (450 g) fresh asparagus,fresh asparagus,1 450,lb g,,()
1 cup (190 g) sprouted brown rice,sprouted brown rice,1 190,cup g,,()
Chopped chives,chives,,,Chopped ,
½ cup firmly packed (3½ ounces/100 grams) light brown sugar,light brown sugar,0.5 3.5 100,cup ounce gram,,(/) firmly packed  
1 tablespoon finely minced ginger,ginger,1,tablespoon,finely minced ,
"2 large ears corn, shucked",corn,2,large ear,shucked,
"1/3 cup Chicken Stock, Vegetable Stock, or low-salt canned broth",Chicken Stock,0.333,cup,,"Vegetable Stock, or low-salt canned broth"
2½ pounds finely ground lean beef such as sirloin (see Note),lean beef,2.5,pound,finely ground,such as sirloin (see Note)
"12 ounces fresh cranberries, or frozen cranberries, defrosted and drained",fresh cranberries,12,ounce,,"or frozen cranberries, defrosted and drained"
½ cup chopped fresh dill,fresh dill,0.5,cup,chopped ,
"2 medium eggplants, cut into ½-inch cubes",eggplants,2,medium,cut into 0.5-inch cube,
3 tablespoons seedless raspberry or strawberry jam,seedless raspberry or strawberry jam,3,tablespoon,,
Salt and freshly ground pepper,Salt and freshly ground pepper,,,,
¼ cup nam pla (Thai fish sauce),nam pla,0.25,cup,,(Thai fish sauce)
"2 dozen large chowder clams, well-washed",chowder clams,2 dozen ,large ,well-washed,
"3 to 4 slices bacon, chopped",bacon,3-4,slice,chopped,
¾ cup dark raisins,dark raisins,0.75,cup,,
"1 pound fresh or dried pappardelle, fettucine, or tagliatelle",fresh or dried pappardelle,1,pound,,"fettucine, or tagliatelle"
"1 bunch of scallions (green onions), trimmed, or ½ medium onion",scallions,1,bunch,trimmed,"of (green onions), or 0.5 medium onion"
16 ounces non-dairy cream cheese,non-dairy cream cheese,16,ounce,,
¾ cup oil-packed sun dried tomatoes,oil-packed sun dried tomatoes,0.75,cup,,
"5 oz (150g) bittersweet chocolate, chopped",bittersweet chocolate,5 150,oz g,chopped,()
"2 teaspoons fine sea salt, or more to taste",fine sea salt,2,teaspoon,,or more to taste
1 tablespoon/10 grams ground white pepper,ground white pepper,1 10,tablespoon gram,,/
"1¼ pounds boneless rib-eye, strip, or flank steak",boneless rib-eye,1.25,pound,,"strip, or flank steak"
½ cup chopped fresh parsley,fresh parsley,0.5,cup,chopped ,
"6-inch (15 cm) corn or 8-inch (20 cm) flour tortillas, each cut into 6 wedges",corn or flour tortillas,6 15,inch cm,each cut into 6 wedge,() 8-inch (20 cm)
"2 cups snow peas, trimmed and cut in half crosswise",snow peas,2,cup,trimmed and cut in half crosswise,
3 tablespoons ground cinnamon,ground cinnamon,3,tablespoon,,
"10 tablespoons cold, unsalted butter, cut into ½-inch cubes",unsalted butter,10,tablespoon,"cold, cut into 0.5-inch cube",
1/3 cup chopped dates,dates,0.333,cup,chopped ,
"3 large artichokes, trimmed (see Notes), cut into quarters, chokes removed, and rubbed with a lemon half",artichokes,3,large,"trimmed cut into quarters, chokes removed, and rubbed with a lemon half",(see Notes)
"1 small leek, white part only, very thinly sliced or julienned",leek,1,small,very thinly sliced or julienned,white part only
¾ cup dry red wine,dry red wine,0.75,cup,,
1 cup black olives (such as Moroccan oil-cured),black olives ,1,cup,,(such as Moroccan oil-cured)
1 cup tapioca flour,tapioca flour,1,cup,,
6½ cups water,water,6.5,cup,,
"1 pound peeled cooked chestnuts, coarsely mashed with a fork",chestnuts,1,pound,"peeled cooked, coarsely mashed with a fork",
"2 medium carrots (do not peel), cut into 2-inch chunks",carrots,2,medium,(do not peel) cut into 2-inch chunk,
"2 to 2¼ pounds brined beef brisket (brined for 10 to 12 days, or corned beef brisket from the butcher)",brined beef brisket,2-2.25,pound,brined for 10-12 days ,(or corned beef brisket from the butcher)
Canola oil or vegetable oil,Canola oil or vegetable oil,,,,
12 scallions,scallions,12,,,
2 tablespoons unseasoned rice vinegar,unseasoned rice vinegar,2,tablespoon,,
"2 medium bananas, peeled",bananas,2,medium,peeled,
1 lb 10 oz monkfish fillet,monkfish fillet,1 10,lb oz,,
¾ cup corn oil for frying,corn oil,0.75,cup,,for frying
"1 medium-large onion, studded with 12 cloves",onion,1,medium-large,studded with 12 clove,
1 cup Chardonnay,Chardonnay,1,cup,,
spray,spray,,,,
"1 medium red onion, finely chopped",red onion,1,medium,finely chopped,
"1 pound cherry tomatoes, finely chopped",cherry tomatoes,1,pound,finely chopped,
1 jar cajeta,cajeta,1,jar,,
2 teaspoons chopped fresh thyme leaves,fresh thyme leaves,2,teaspoon,chopped ,
"6 to 8 ounces fresh shiitake, cremini, or baby bella mushrooms, stemmed and sliced","fresh shiitake, cremini, or baby bella mushrooms",6-8,ounce,stemmed and sliced,
3 hard boiled large egg yolks,hard boiled egg yolks,3,large ,,
"1 pound small Yukon Gold potatoes, cut into 1-inch pieces",small Yukon Gold potatoes,1,pound,cut into 1-inch piece,
"4lb (1.8kg) butterflied leg of lamb, trimmed",butterflied leg of lamb,4 1.8,lb kg,trimmed,()
3½ cups loosely packed finely chopped flat-leaf parsley,flat-leaf parsley,3.5,cup,finely chopped ,loosely packed
"1 cup mini-graham crackers (such as those shaped like little teddy bears), or regular graham crackers broken into bite-size bits",mini-graham crackers,1,cup,,(such as those shaped like little teddy bears) or regular graham crackers broken into bite-size bits
6 cups (1.5 l) vegetable stock,vegetable stock,6 1.5,cup l,,()
"6 cups (tightly packed) washed and trimmed chard, spinach, escarole, or a mix of some of the above","chard, spinach, escarole",6,cup,washed and trimmed,"(tightly packed), or a mix of some of the above"
20 fat asparagus spears (1 to 1½ pounds),asparagus spears,20 1-1.5,fat pound,,()
1 tablespoon sweet Hungarian paprika,sweet Hungarian paprika,1,tablespoon,,
Very thin lemon slices,lemon,,very thin slice,,
"2 red bell peppers, cored, seeded, and cut into 2-inch pieces",red bell peppers,2,,"cored, seeded, and cut into 2-inch piece",
2 tablespoons Gulden's mustard,Gulden's mustard,2,tablespoon,,
"1 inch chunk ginger, trimmed and cut into eighths (peeling is not necessary)",ginger,1,inch chunk,trimmed and cut into eighths (peeling is not necessary),
1 tablespoon vegan butter,vegan butter,1,tablespoon,,
2 cups sliced onions,onions,2,cup,sliced ,
"½ cup chopped fresh or frozen fenugreek leaves (thawed if frozen); or 2 tablespoons dried fenugreek leaves, soaked in a bowl of water and skimmed off before use (see Notes)",fenugreek leaves,0.5,cup,"chopped, thawed if frozen",fresh or frozen (); or 2 tablespoons dried fenugreek leaves soaked in a bowl of water and skimmed off before use (see Notes)
3 tbsp fresh orange juice,fresh orange juice,3,tbsp,,
¼ cup minced green onion,green onion,0.25,cup,minced ,
"1 large onion, cut into 1-inch pieces (2 cups)",onion,1 2,large cup,cut into 1-inch piece,()
Fresh sage leaves for garnish (optional),Fresh sage leaves,,,,for garnish (optional)
"1½ tablespoons finely chopped, pitted imported green olives",green olives,1.5,tablespoon,finely chopped pitted ,imported
2 cups (400 grams) granulated sugar,granulated sugar,2 400,cup gram,,()
1 tbsp (15 ml) chopped fresh cilantro,fresh cilantro,1 15,tbsp ml,chopped ,()
½ cup beef broth,beef broth,0.5,cup,,
¼ cup hot water from a recently boiled kettle,water,0.25,cup,"hot, from a recently boiled kettle",
2 tablespoons organic canola oil or peanut oil,organic canola oil or peanut oil,2,tablespoon,,
"1 tablespoon egg white, mixed with 1 tablespoon cold water",egg white,1,tablespoon,mixed with 1 tablespoon cold water,
3 tablespoons coarse or kosher salt,coarse or kosher salt,3,tablespoon,,
"Sixteen ¾-inch bread slices, cut from a day-old French-style loaf",bread slices,16 0.75,inch,cut from a day-old French-style loaf,0.75-inch
"2 eggplants (about 1½ pounds total), trimmed and cut lengthwise into ½-inch slices (do not peel)",eggplants,2,,trimmed and cut lengthwise into 0.5-inch slice (do not peel),(about 1.5 pounds total)
"1 large bunch flat-leaf parsley, stems removed, washed and dried",flat-leaf parsley,1,large bunch,"stem removed, washed and dried",
¼ cup tomato paste mixed with 1½ cups hot water,tomato paste,0.25,cup,mixed with 1.5 cups hot water,
2 pounds skirt steak,skirt steaks,2,pound,,
4 teaspoons confectioners’ sugar,confectioners’ sugar,4,teaspoon,,
4 tablespoons vegan mayonnaise,vegan mayonnaise,4,tablespoon,,
2 tablespoons minced fresh Italian parsley,fresh Italian parsley,2,tablespoon,minced ,
"2 6-oz (170g) cans albacore tuna, drained",albacore tuna,2 6 170,can oz g,drained,()
"2 teaspoons dried parsley, finely crumbled",dried parsley,2,teaspoon,finely crumbled,
"1 tablespoon capers, drained and chopped",capers,1,tablespoon,drained and chopped,
½ tablespoon champagne vinegar,champagne vinegar,0.5,tablespoon,,
"1 green bell pepper, seeded and diced",green bell pepper,1,,seeded and diced,
"¼ cup (roughly) granulated sugar, for sprinkling",granulated sugar,0.25,cup,,(roughly) for sprinkling
1/3 cup pure maple syrup 75 mL,pure maple syrup,0.333 75,cup mL,,
4 Tb light olive oil or salad oil,light olive oil or salad oil,4,Tb,,
2 cups (500 ml) chicken or vegetable stock,chicken or vegetable stock,2 500,cup ml,,()
6 stems fresh sage,fresh sage,6,stem,,
"1 cup canned low-sodium chicken broth, or use homemade stock",canned low-sodium chicken broth,1,cup,,or use homemade stock
2½ cups plus 2 tablespoons bread flour,bread flour,2.5,cup,,plus 2 tablespoon
"2 ribs celery, cut into 2-inch pieces",celery,2,rib,cut into 2-inch piece,
"1 medium carrot, peeled and cut into small dice",carrot,1,medium,peeled and cut into small dice,
"6 ounces canned almond paste, cut into ½-inch cubes",canned almond paste,6,ounce,cut into 0.5-inch cube,
2 tablespoons flour,flour,2,tablespoon,,
Sweet biscuits,Sweet biscuits,,,,
"2 cups blueberries, fresh or frozen",blueberries,2,cup,,fresh or frozen
1 ½ teaspoons wasabi paste,wasabi paste,1.5,teaspoon,,
8 ounces lean ground lamb,lean ground lamb,8,ounce,,
½ to 1 ounce Simple Syrup,Simple Syrup,0.5-1,ounce,,
2 recipes Classic Whipped Cream,Classic Whipped Cream,2,recipe,,
"2 or 3 small leaves romaine lettuce, for garnish",romaine lettuce,2-3,small leaf,,for garnish
1 teaspoon Glace de Viande (optional),Glace de Viande,1,teaspoon,,(optional)
1/3 cup minced red onion,red onion,0.333,cup,minced ,
"5 tablespoons ice-cold unsalted butter, cut into small cubes",unsalted butter,5,tablespoon,"ice-cold, cut into small cube",
"4 large fresh basil leaves, sliced Chiffonade",fresh basil leaves,4,large,sliced Chiffonade,
1/2 cup chopped pistachios,pistachios,0.5,cup,chopped ,
4 large garlic cloves,garlic,4,large clove,,
2 quarts cider vinegar,cider vinegar,2,quart,,
4 medium-size sweet potatoes or yams,sweet potatoes or yams,4,medium-size,,
"½ lemon, sliced",lemon,0.5,,sliced,
"½ cup peanut butter, crunchy or creamy",peanut butter,0.5,cup,,crunchy or creamy
1 teaspoon dried marjoram,dried marjoram,1,teaspoon,,
4 canned mild whole roasted green chiles,canned mild whole roasted green chiles,4,,,
"1 large clove garlic, mashed",garlic,1,large clove,mashed,
3 tablespoons unsalted butter or olive oil,unsalted butter or olive oil,3,tablespoon,,
"4 skate wings, about ½ pound each",skate wings,4,,,about 0.5 pound each
"3 tbsp chopped parsley, plus sprigs for serving",parsley,3,tbsp,chopped,plus sprig for serving
"½ teaspoon salt, plus more to taste",salt,0.5,teaspoon,,plus more to taste
2 tablespoons cognac or other good brandy,cognac or other good brandy,2,tablespoon,,
"¼ cup Apricot Glaze (see Notes), melted",Apricot Glaze,0.25,cup,melted,(see Notes)
2 teaspoons (10 g) fresh yeast,fresh yeast,2 10,teaspoon g,,()
3 cups cold lamb ground coarsely (other meats may be mixed with it),lamb ,3,cup,"cold, ground coarsely",(other meats may be mixed with it)
½ cup (125 mL) reduced-sodium beef broth,reduced-sodium beef broth,0.5 125,cup mL,,()
2 cups small shelled fresh lima beans,small fresh lima beans,2,cup,shelled ,
14 g/½ oz/1 tablespoon vanilla extract,vanilla extract,14 0.5 1,g oz tablespoon,,//
½ cup (118 mL) freshly squeezed lemon juice,lemon juice,0.5 118,cup mL,freshly squeezed ,()
"2 tablespoons pickled ginger, minced",pickled ginger,2,tablespoon,minced,
1 baguette or 4 crusty rolls,baguette,1,,,or 4 crusty rolls
"2 whole chicken legs (1½ to 2 pounds), rinsed",whole chicken legs,2 1.5-2,pound,rinsed,()
"1 cup fresh or frozen and defrosted peas, steamed and kept warm, for garnish",peas,1,cup,steamed and kept warm,"fresh or frozen and defrosted, for garnish"
½ teaspoon finely grated lemon zest,lemon zest,0.5,teaspoon,finely grated ,
1 teaspoon finely chopped seeded red cayenne chile,red cayenne chile,1,teaspoon,finely chopped seeded ,
"16 ounces chocolate sandwich cookies such as Oreos (36 to 40 cookes), crushed",chocolate sandwich cookies,16,ounce,crushed,such as Oreos (36-40 cookes)
